scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050
"	GCAM-USA_updatedRef",CT,trn_freight_road,N2O,0.0255088,0.030396,0.030098,0.0268796,0.0214262,0.019072,0.017284,0.0157642
"	GCAM-USA_updatedRef",CT,trn_pass,N2O,0.0039336,0.0036952,0.0039932,0.003874,0.0038144,0.0039932,0.0041124,0.0040528
"	GCAM-USA_updatedRef",CT,trn_pass,CH4,1.87E-05,1.65E-05,1.88E-05,1.90E-05,1.96E-05,2.02E-05,2.07E-05,2.13E-05
"	GCAM-USA_updatedRef",CT,trn_pass,N2O,6.88E-05,6.11E-05,6.94E-05,7.03E-05,7.21E-05,7.45E-05,7.66E-05,7.87E-05
"	GCAM-USA_updatedRef",CT,trn_pass_road,CH4,2.49E-04,3.25E-04,3.30E-04,2.37E-04,1.74E-04,1.32E-04,1.04E-04,8.53E-05
"	GCAM-USA_updatedRef",CT,trn_pass_road,N2O,0.002682,0.0034866,0.0035462,0.00255386,0.00187144,0.00142146,0.00111452,9.18E-04
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV,CH4,7.88E-05,6.40E-05,4.23E-05,3.18E-05,3.45E-05,3.80E-05,4.15E-05,4.53E-05
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV,N2O,4.86E-04,3.93E-04,2.59E-04,1.95E-04,2.12E-04,2.33E-04,2.56E-04,2.78E-04
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV_4W,CH4,0.01185,0.009725,0.008325,0.006125,0.004525,0.00335,0.0033,0.0033
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV_4W,N2O,0.0217838,0.0178502,0.0152576,0.0112346,0.0083142,0.0061388,0.0060792,0.0060792
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV_4W,CH4,0.01135,0.009475,0.0082,0.00605,0.004575,0.0036,0.00355,0.00355
"	GCAM-USA_updatedRef",CT,trn_pass_road_LDV_4W,N2O,0.0208302,0.017433,0.015049,0.0111154,0.0083738,0.0066156,0.0065262,0.0065262
"	GCAM-USA_updatedRef",CT,trn_shipping_intl,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",CT,trn_shipping_intl,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,base load generation,CH4,0,1.20E-07,8.60E-08,1.37E-07,2.39E-07,3.15E-07,3.45E-07,3.95E-07
"	GCAM-USA_updatedRef",DC,base load generation,N2O,0,2.87E-07,2.05E-07,2.76E-07,5.19E-07,7.09E-07,7.66E-07,8.61E-07
"	GCAM-USA_updatedRef",DC,base load generation,CH4,6.02E-05,1.49E-06,3.55E-06,4.35E-06,3.95E-06,2.43E-06,1.39E-06,8.82E-07
"	GCAM-USA_updatedRef",DC,base load generation,N2O,8.67E-04,2.14E-05,5.10E-05,6.26E-05,5.66E-05,3.49E-05,2.00E-05,1.27E-05
"	GCAM-USA_updatedRef",DC,base load generation,CH4,0,1.55E-06,2.23E-06,3.75E-06,6.50E-06,9.90E-06,1.31E-05,1.63E-05
"	GCAM-USA_updatedRef",DC,base load generation,N2O,0,3.67E-06,5.30E-06,8.97E-06,1.55E-05,2.36E-05,3.13E-05,3.87E-05
"	GCAM-USA_updatedRef",DC,comm cooking,CH4,7.53E-04,7.55E-04,7.35E-04,7.18E-04,6.88E-04,6.75E-04,6.63E-04,6.78E-04
"	GCAM-USA_updatedRef",DC,comm cooking,N2O,8.08E-05,8.11E-05,7.90E-05,7.69E-05,7.39E-05,7.24E-05,7.12E-05,7.27E-05
"	GCAM-USA_updatedRef",DC,comm cooling,HFC125,0.08155,0.08785,0.0889,0.08995,0.0903,0.08925,0.08995,0.09205
"	GCAM-USA_updatedRef",DC,comm cooling,HFC134a,0.15015,0.16159,0.16302,0.16445,0.16588,0.16445,0.16445,0.16874
"	GCAM-USA_updatedRef",DC,comm cooling,HFC143a,0.112644,0.121584,0.122925,0.124266,0.124713,0.123372,0.124266,0.127395
"	GCAM-USA_updatedRef",DC,comm cooling,HFC23,3.54E-04,3.82E-04,3.85E-04,3.91E-04,3.91E-04,3.88E-04,3.89E-04,3.98E-04
"	GCAM-USA_updatedRef",DC,comm cooling,HFC32,8.74E-04,9.45E-04,9.50E-04,9.64E-04,9.69E-04,9.60E-04,9.64E-04,9.88E-04
"	GCAM-USA_updatedRef",DC,comm cooling,CH4,1.51E-05,1.50E-05,1.43E-05,1.35E-05,1.26E-05,1.18E-05,1.09E-05,1.10E-05
"	GCAM-USA_updatedRef",DC,comm cooling,N2O,1.61E-06,1.59E-06,1.53E-06,1.44E-06,1.34E-06,1.26E-06,1.16E-06,1.17E-06
"	GCAM-USA_updatedRef",DC,comm heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,comm heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,comm heating,CH4,1.80E-06,1.39E-06,1.17E-06,9.02E-07,6.35E-07,4.12E-07,0,0
"	GCAM-USA_updatedRef",DC,comm heating,N2O,2.56E-05,1.98E-05,1.66E-05,1.28E-05,9.03E-06,5.84E-06,0,0
"	GCAM-USA_updatedRef",DC,comm heating,CH4,0.0038,0.0033,0.003,0.00265,0.0023075,0.0020075,0.00145,0.001475
"	GCAM-USA_updatedRef",DC,comm heating,N2O,4.08E-04,3.55E-04,3.22E-04,2.85E-04,2.48E-04,2.16E-04,1.56E-04,1.58E-04
"	GCAM-USA_updatedRef",DC,comm heating,CH4,2.95E-05,3.23E-05,3.35E-05,3.25E-05,2.90E-05,2.41E-05,1.73E-05,1.51E-05
"	GCAM-USA_updatedRef",DC,comm heating,N2O,8.85E-05,9.69E-05,1.01E-04,9.74E-05,8.70E-05,7.24E-05,5.19E-05,4.53E-05
"	GCAM-USA_updatedRef",DC,comm hot water,CH4,0.00162,0.0014375,0.0012675,0.001045,8.28E-04,6.78E-04,5.05E-04,5.38E-04
"	GCAM-USA_updatedRef",DC,comm hot water,N2O,1.74E-04,1.54E-04,1.36E-04,1.12E-04,8.88E-05,7.27E-05,5.42E-05,5.78E-05
"	GCAM-USA_updatedRef",DC,comm hot water,CH4,1.66E-06,1.69E-06,1.71E-06,1.59E-06,1.33E-06,1.03E-06,6.98E-07,6.18E-07
"	GCAM-USA_updatedRef",DC,comm hot water,N2O,4.98E-06,5.07E-06,5.13E-06,4.77E-06,3.96E-06,3.10E-06,2.09E-06,1.85E-06
"	GCAM-USA_updatedRef",DC,comm other,CH4,0.0017475,0.0014875,0.0014725,0.001425,0.0013225,0.0012825,0.001285,0.0012925
"	GCAM-USA_updatedRef",DC,comm other,N2O,1.88E-04,1.60E-04,1.58E-04,1.53E-04,1.42E-04,1.38E-04,1.38E-04,1.39E-04
"	GCAM-USA_updatedRef",DC,comm other,CH4,1.41E-05,1.79E-05,3.03E-05,5.73E-05,9.30E-05,1.15E-04,1.24E-04,1.31E-04
"	GCAM-USA_updatedRef",DC,comm other,N2O,4.23E-05,5.36E-05,9.09E-05,1.72E-04,2.80E-04,3.46E-04,3.73E-04,3.93E-04
"	GCAM-USA_updatedRef",DC,intermediate generation,CH4,0,2.03E-07,2.46E-07,3.03E-07,3.83E-07,4.57E-07,5.23E-07,6.00E-07
"	GCAM-USA_updatedRef",DC,intermediate generation,N2O,0,4.83E-07,5.87E-07,7.21E-07,9.09E-07,1.09E-06,1.24E-06,1.43E-06
"	GCAM-USA_updatedRef",DC,intermediate generation,CH4,6.02E-05,1.79E-05,2.65E-05,2.18E-05,1.84E-05,1.35E-05,9.28E-06,6.13E-06
"	GCAM-USA_updatedRef",DC,intermediate generation,N2O,8.67E-04,2.57E-04,3.81E-04,3.13E-04,2.64E-04,1.95E-04,1.34E-04,8.79E-05
"	GCAM-USA_updatedRef",DC,intermediate generation,CH4,0,5.23E-06,7.97E-06,1.22E-05,1.72E-05,2.25E-05,2.75E-05,3.30E-05
"	GCAM-USA_updatedRef",DC,intermediate generation,N2O,0,1.25E-05,1.90E-05,2.91E-05,4.11E-05,5.36E-05,6.56E-05,7.90E-05
"	GCAM-USA_updatedRef",DC,intermediate generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,intermediate generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,other industrial energy use,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,other industrial energy use,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,other industrial energy use,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,other industrial energy use,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,other industrial energy use,CH4,4.25E-06,4.33E-06,4.55E-06,4.60E-06,4.65E-06,4.73E-06,4.78E-06,4.78E-06
"	GCAM-USA_updatedRef",DC,other industrial energy use,N2O,3.37E-05,3.40E-05,3.58E-05,3.64E-05,3.67E-05,3.73E-05,3.78E-05,3.78E-05
"	GCAM-USA_updatedRef",DC,peak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,peak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,resid clothes dryers,CH4,6.88E-05,6.90E-05,6.75E-05,6.75E-05,6.60E-05,6.90E-05,7.23E-05,7.53E-05
"	GCAM-USA_updatedRef",DC,resid clothes dryers,N2O,4.50E-06,4.50E-06,4.41E-06,4.41E-06,4.32E-06,4.50E-06,4.71E-06,4.92E-06
"	GCAM-USA_updatedRef",DC,resid cooking,CH4,2.90E-04,2.65E-04,2.37E-04,2.01E-04,1.70E-04,1.38E-04,1.42E-04,1.46E-04
"	GCAM-USA_updatedRef",DC,resid cooking,N2O,1.89E-05,1.73E-05,1.55E-05,1.31E-05,1.11E-05,9.03E-06,9.30E-06,9.54E-06
"	GCAM-USA_updatedRef",DC,resid cooking,CH4,2.05E-07,1.93E-07,1.81E-07,1.56E-07,1.32E-07,1.04E-07,1.03E-07,1.05E-07
"	GCAM-USA_updatedRef",DC,resid cooking,N2O,7.72E-06,7.27E-06,6.79E-06,5.87E-06,4.95E-06,3.93E-06,3.87E-06,3.96E-06
"	GCAM-USA_updatedRef",DC,resid cooling,HFC125,0.02871351,0.031125185,0.031401055,0.031810835,0.03208891,0.032045419,0.03285813,0.034280085
"	GCAM-USA_updatedRef",DC,resid cooling,HFC134a,0.05267977,0.057104347,0.057610453,0.058362318,0.058872499,0.058792662,0.060283668,0.062892594
"	GCAM-USA_updatedRef",DC,resid cooling,HFC143a,0.039707725,0.043042792,0.043424307,0.043991013,0.044375478,0.044315356,0.045439302,0.047405691
"	GCAM-USA_updatedRef",DC,resid cooling,HFC23,1.24E-04,1.35E-04,1.36E-04,1.38E-04,1.39E-04,1.39E-04,1.43E-04,1.48E-04
"	GCAM-USA_updatedRef",DC,resid cooling,HFC32,3.08E-04,3.33E-04,3.37E-04,3.41E-04,3.44E-04,3.43E-04,3.52E-04,3.68E-04
"	GCAM-USA_updatedRef",DC,resid heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,resid heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,resid heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,resid heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,resid heating,CH4,0.008,0.00735,0.006825,0.006125,0.0053,0.00445,0.003775,0.0033
"	GCAM-USA_updatedRef",DC,resid heating,N2O,5.24E-04,4.80E-04,4.47E-04,4.02E-04,3.46E-04,2.92E-04,2.47E-04,2.16E-04
"	GCAM-USA_updatedRef",DC,resid heating,CH4,4.55E-06,4.25E-06,3.98E-06,3.55E-06,2.95E-06,2.30E-06,1.68E-06,1.17E-06
"	GCAM-USA_updatedRef",DC,resid heating,N2O,1.71E-04,1.60E-04,1.50E-04,1.34E-04,1.12E-04,8.67E-05,6.35E-05,4.41E-05
"	GCAM-USA_updatedRef",DC,resid hot water,CH4,0.002125,0.0019575,0.0018525,0.001765,0.00158,0.00164,0.0016975,0.001745
"	GCAM-USA_updatedRef",DC,resid hot water,N2O,1.39E-04,1.28E-04,1.21E-04,1.16E-04,1.03E-04,1.07E-04,1.11E-04,1.14E-04
"	GCAM-USA_updatedRef",DC,resid hot water,CH4,6.30E-07,6.23E-07,6.38E-07,6.25E-07,5.90E-07,6.10E-07,6.43E-07,7.00E-07
"	GCAM-USA_updatedRef",DC,resid hot water,N2O,2.37E-05,2.34E-05,2.40E-05,2.35E-05,2.22E-05,2.29E-05,2.42E-05,2.63E-05
"	GCAM-USA_updatedRef",DC,resid other,CH4,3.30E-04,2.45E-04,2.53E-04,2.63E-04,2.80E-04,3.00E-04,3.10E-04,3.20E-04
"	GCAM-USA_updatedRef",DC,resid other,N2O,2.16E-05,1.61E-05,1.66E-05,1.72E-05,1.84E-05,1.96E-05,2.03E-05,2.10E-05
"	GCAM-USA_updatedRef",DC,resid other,CH4,3.63E-07,3.07E-07,3.23E-07,3.03E-07,3.10E-07,3.28E-07,3.38E-07,3.58E-07
"	GCAM-USA_updatedRef",DC,resid other,N2O,1.37E-05,1.16E-05,1.22E-05,1.14E-05,1.17E-05,1.23E-05,1.28E-05,1.34E-05
"	GCAM-USA_updatedRef",DC,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_aviation_intl,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_freight,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_freight,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_freight,CH4,2.21E-05,2.12E-05,1.92E-05,1.47E-05,9.03E-06,6.68E-06,6.35E-06,6.55E-06
"	GCAM-USA_updatedRef",DC,trn_freight,N2O,8.17E-05,7.84E-05,7.09E-05,5.42E-05,3.34E-05,2.47E-05,2.35E-05,2.42E-05
"	GCAM-USA_updatedRef",DC,trn_freight_road,CH4,1.90E-04,1.52E-04,1.34E-04,1.17E-04,1.12E-04,1.13E-04,1.15E-04,1.15E-04
"	GCAM-USA_updatedRef",DC,trn_freight_road,N2O,0.00189528,0.00151682,0.00133802,0.00116816,0.00112048,0.00112644,0.00114432,0.00115028
"	GCAM-USA_updatedRef",DC,trn_freight_road,CH4,4.48E-05,4.98E-05,4.55E-05,3.70E-05,2.32E-05,1.84E-05,1.59E-05,1.41E-05
"	GCAM-USA_updatedRef",DC,trn_freight_road,N2O,4.47E-04,4.98E-04,4.56E-04,3.70E-04,2.32E-04,1.84E-04,1.58E-04,1.42E-04
"	GCAM-USA_updatedRef",DC,trn_freight_road,CH4,1.29E-04,1.55E-04,1.54E-04,1.35E-04,1.06E-04,9.08E-05,7.98E-05,7.05E-05
"	GCAM-USA_updatedRef",DC,trn_freight_road,N2O,0.00129034,0.00155556,0.00153768,0.00135292,0.00105492,9.09E-04,7.96E-04,7.03E-04
"	GCAM-USA_updatedRef",DC,trn_pass,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_pass,CH4,9.43E-07,8.08E-07,9.13E-07,9.13E-07,9.23E-07,9.37E-07,9.50E-07,9.68E-07
"	GCAM-USA_updatedRef",DC,trn_pass,N2O,3.49E-06,2.98E-06,3.37E-06,3.37E-06,3.40E-06,3.46E-06,3.52E-06,3.58E-06
"	GCAM-USA_updatedRef",DC,trn_pass_road,CH4,1.27E-05,1.79E-05,1.93E-05,1.54E-05,1.22E-05,9.83E-06,8.15E-06,7.03E-06
"	GCAM-USA_updatedRef",DC,trn_pass_road,N2O,1.36E-04,1.92E-04,2.07E-04,1.64E-04,1.30E-04,1.05E-04,8.73E-05,7.51E-05
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV,CH4,5.93E-06,4.88E-06,3.05E-06,2.15E-06,2.19E-06,2.25E-06,2.30E-06,2.35E-06
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV,N2O,3.64E-05,2.98E-05,1.87E-05,1.32E-05,1.34E-05,1.38E-05,1.42E-05,1.45E-05
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV_4W,CH4,8.90E-04,7.25E-04,6.18E-04,4.48E-04,3.25E-04,2.32E-04,2.25E-04,2.21E-04
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV_4W,N2O,0.00163602,0.00133206,0.0011324,8.22E-04,5.96E-04,4.26E-04,4.14E-04,4.05E-04
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV_4W,CH4,8.53E-04,7.08E-04,6.08E-04,4.43E-04,3.28E-04,2.49E-04,2.42E-04,2.38E-04
"	GCAM-USA_updatedRef",DC,trn_pass_road_LDV_4W,N2O,0.0015645,0.00129928,0.00111452,8.11E-04,5.99E-04,4.59E-04,4.44E-04,4.38E-04
"	GCAM-USA_updatedRef",DC,trn_shipping_intl,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DC,trn_shipping_intl,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,base load generation,CH4,0,2.83E-07,2.47E-07,4.53E-07,8.53E-07,1.18E-06,1.32E-06,1.52E-06
"	GCAM-USA_updatedRef",DE,base load generation,N2O,0,6.71E-07,5.90E-07,1.08E-06,2.03E-06,2.80E-06,3.13E-06,3.61E-06
"	GCAM-USA_updatedRef",DE,base load generation,CH4,1.65E-04,4.10E-06,9.73E-06,1.20E-05,1.08E-05,6.65E-06,3.83E-06,2.42E-06
"	GCAM-USA_updatedRef",DE,base load generation,N2O,0.00237506,5.90E-05,1.40E-04,1.72E-04,1.55E-04,9.57E-05,5.48E-05,3.49E-05
"	GCAM-USA_updatedRef",DE,base load generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,base load generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,base load generation,CH4,2.97E-04,2.55E-04,2.31E-04,2.13E-04,1.89E-04,1.68E-04,1.48E-04,1.33E-04
"	GCAM-USA_updatedRef",DE,base load generation,N2O,0.00102214,8.64E-04,7.78E-04,7.06E-04,6.14E-04,5.27E-04,4.44E-04,3.81E-04
"	GCAM-USA_updatedRef",DE,base load generation,CH4,7.15E-06,6.88E-07,8.03E-07,3.83E-07,2.32E-07,1.52E-07,1.01E-07,8.03E-08
"	GCAM-USA_updatedRef",DE,base load generation,N2O,1.02E-04,9.83E-06,1.15E-05,5.48E-06,3.31E-06,2.18E-06,1.45E-06,1.15E-06
"	GCAM-USA_updatedRef",DE,comm cooking,CH4,4.93E-04,4.75E-04,4.53E-04,4.40E-04,4.30E-04,4.30E-04,4.30E-04,4.45E-04
"	GCAM-USA_updatedRef",DE,comm cooking,N2O,5.30E-05,5.10E-05,4.86E-05,4.74E-05,4.62E-05,4.62E-05,4.62E-05,4.77E-05
"	GCAM-USA_updatedRef",DE,comm cooling,HFC125,0.02702,0.027755,0.0273,0.027475,0.027755,0.027685,0.028105,0.02905
"	GCAM-USA_updatedRef",DE,comm cooling,HFC134a,0.049621,0.050908,0.05005,0.050479,0.050908,0.050765,0.051623,0.053339
"	GCAM-USA_updatedRef",DE,comm cooling,HFC143a,0.0373692,0.0383973,0.0377268,0.037995,0.0383526,0.0382632,0.038889,0.0401853
"	GCAM-USA_updatedRef",DE,comm cooling,HFC23,1.17E-04,1.20E-04,1.18E-04,1.19E-04,1.20E-04,1.20E-04,1.22E-04,1.26E-04
"	GCAM-USA_updatedRef",DE,comm cooling,HFC32,2.90E-04,2.97E-04,2.93E-04,2.95E-04,2.97E-04,2.96E-04,3.02E-04,3.12E-04
"	GCAM-USA_updatedRef",DE,comm cooling,CH4,6.83E-06,6.53E-06,6.13E-06,5.70E-06,5.33E-06,5.03E-06,4.65E-06,4.73E-06
"	GCAM-USA_updatedRef",DE,comm cooling,N2O,7.45E-07,7.12E-07,6.68E-07,6.23E-07,5.81E-07,5.48E-07,4.89E-07,5.04E-07
"	GCAM-USA_updatedRef",DE,comm heating,CH4,5.08E-06,4.82E-06,4.85E-06,5.23E-06,5.88E-06,6.35E-06,6.70E-06,6.77E-06
"	GCAM-USA_updatedRef",DE,comm heating,N2O,1.58E-04,1.50E-04,1.51E-04,1.63E-04,1.83E-04,1.98E-04,2.09E-04,2.11E-04
"	GCAM-USA_updatedRef",DE,comm heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,comm heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,comm heating,CH4,0.002725,0.00232,0.00208,0.0018475,0.00163,0.0014575,0.0011175,0.0011625
"	GCAM-USA_updatedRef",DE,comm heating,N2O,2.92E-04,2.49E-04,2.24E-04,1.98E-04,1.75E-04,1.56E-04,1.20E-04,1.25E-04
"	GCAM-USA_updatedRef",DE,comm heating,CH4,1.26E-04,1.31E-04,1.32E-04,1.26E-04,1.07E-04,8.05E-05,4.03E-05,2.65E-05
"	GCAM-USA_updatedRef",DE,comm heating,N2O,3.78E-04,3.93E-04,3.96E-04,3.78E-04,3.22E-04,2.42E-04,1.21E-04,7.99E-05
"	GCAM-USA_updatedRef",DE,comm hot water,CH4,0.00106,9.33E-04,8.18E-04,6.75E-04,5.40E-04,4.53E-04,3.50E-04,3.75E-04
"	GCAM-USA_updatedRef",DE,comm hot water,N2O,1.14E-04,1.00E-04,8.76E-05,7.27E-05,5.81E-05,4.86E-05,3.75E-05,4.02E-05
"	GCAM-USA_updatedRef",DE,comm hot water,CH4,6.48E-06,6.42E-06,6.35E-06,5.83E-06,4.63E-06,3.23E-06,1.55E-06,9.88E-07
"	GCAM-USA_updatedRef",DE,comm hot water,N2O,1.95E-05,1.93E-05,1.91E-05,1.75E-05,1.39E-05,9.66E-06,4.65E-06,2.97E-06
"	GCAM-USA_updatedRef",DE,comm other,CH4,0.0011425,9.75E-04,9.73E-04,0.0010075,0.00102,0.00104,0.001065,0.001085
"	GCAM-USA_updatedRef",DE,comm other,N2O,1.23E-04,1.05E-04,1.05E-04,1.08E-04,1.10E-04,1.12E-04,1.14E-04,1.17E-04
"	GCAM-USA_updatedRef",DE,comm other,CH4,5.50E-05,5.43E-05,5.73E-05,5.98E-05,6.70E-05,7.28E-05,7.65E-05,8.03E-05
"	GCAM-USA_updatedRef",DE,comm other,N2O,1.65E-04,1.63E-04,1.72E-04,1.80E-04,2.01E-04,2.19E-04,2.30E-04,2.41E-04
"	GCAM-USA_updatedRef",DE,intermediate generation,CH4,0,1.53E-07,2.18E-07,3.18E-07,4.65E-07,6.25E-07,7.83E-07,9.88E-07
"	GCAM-USA_updatedRef",DE,intermediate generation,N2O,0,3.64E-07,5.19E-07,7.60E-07,1.11E-06,1.49E-06,1.87E-06,2.35E-06
"	GCAM-USA_updatedRef",DE,intermediate generation,CH4,1.65E-04,4.90E-05,7.28E-05,5.98E-05,5.02E-05,3.70E-05,2.55E-05,1.68E-05
"	GCAM-USA_updatedRef",DE,intermediate generation,N2O,0.00237506,7.03E-04,0.00104598,8.58E-04,7.24E-04,5.33E-04,3.67E-04,2.41E-04
"	GCAM-USA_updatedRef",DE,intermediate generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,intermediate generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,intermediate generation,CH4,0.001445,0.00127,0.001175,0.0010525,9.05E-04,7.50E-04,6.05E-04,4.90E-04
"	GCAM-USA_updatedRef",DE,intermediate generation,N2O,0.0049468,0.004321,0.0039634,0.0035164,0.00298,0.0024436,0.0019221,0.00150192
"	GCAM-USA_updatedRef",DE,intermediate generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,intermediate generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,other industrial energy use,CH4,3.18E-06,2.98E-06,3.15E-06,3.35E-06,3.60E-06,3.80E-06,4.00E-06,4.15E-06
"	GCAM-USA_updatedRef",DE,other industrial energy use,N2O,2.03E-04,1.89E-04,2.00E-04,2.13E-04,2.29E-04,2.43E-04,2.55E-04,2.64E-04
"	GCAM-USA_updatedRef",DE,other industrial energy use,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,other industrial energy use,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,other industrial energy use,CH4,1.36E-04,1.27E-04,1.34E-04,1.40E-04,1.46E-04,1.52E-04,1.57E-04,1.60E-04
"	GCAM-USA_updatedRef",DE,other industrial energy use,N2O,1.29E-04,1.21E-04,1.28E-04,1.34E-04,1.39E-04,1.45E-04,1.49E-04,1.52E-04
"	GCAM-USA_updatedRef",DE,other industrial energy use,CH4,1.78E-04,1.61E-04,1.71E-04,1.75E-04,1.81E-04,1.89E-04,1.96E-04,2.06E-04
"	GCAM-USA_updatedRef",DE,other industrial energy use,N2O,0.0014006,0.00127246,0.00134994,0.0013857,0.0014304,0.00148702,0.0015496,0.0016241
"	GCAM-USA_updatedRef",DE,peak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,peak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,peak generation,CH4,2.05E-05,1.74E-05,1.59E-05,1.39E-05,1.15E-05,9.00E-06,6.63E-06,4.65E-06
"	GCAM-USA_updatedRef",DE,peak generation,N2O,7.00E-05,5.96E-05,5.45E-05,4.74E-05,3.93E-05,3.07E-05,2.25E-05,1.57E-05
"	GCAM-USA_updatedRef",DE,peak generation,CH4,1.83E-04,1.57E-04,1.43E-04,1.24E-04,1.02E-04,8.13E-05,6.15E-05,4.50E-05
"	GCAM-USA_updatedRef",DE,peak generation,N2O,6.26E-04,5.36E-04,4.89E-04,4.23E-04,3.49E-04,2.79E-04,2.11E-04,1.54E-04
"	GCAM-USA_updatedRef",DE,peak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,peak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",DE,resid clothes dryers,CH4,5.45E-05,5.10E-05,4.77E-05,4.65E-05,4.53E-05,4.77E-05,5.05E-05,5.30E-05
"	GCAM-USA_updatedRef",DE,resid clothes dryers,N2O,3.55E-06,3.34E-06,3.10E-06,3.04E-06,2.94E-06,3.13E-06,3.28E-06,3.46E-06
"	GCAM-USA_updatedRef",DE,resid cooking,CH4,2.29E-04,2.03E-04,1.76E-04,1.43E-04,1.16E-04,8.77E-05,9.13E-05,9.40E-05
"	GCAM-USA_updatedRef",DE,resid cooking,N2O,1.50E-05,1.33E-05,1.15E-05,9.36E-06,7.60E-06,5.75E-06,5.96E-06,6.17E-06
"	GCAM-USA_updatedRef",DE,resid cooking,CH4,1.08E-06,9.75E-07,8.75E-07,7.28E-07,5.90E-07,4.40E-07,4.40E-07,4.50E-07
"	GCAM-USA_updatedRef",DE,resid cooking,N2O,4.05E-05,3.70E-05,3.31E-05,2.74E-05,2.23E-05,1.66E-05,1.66E-05,1.70E-05
"	GCAM-USA_updatedRef",DE,resid cooling,HFC125,0.0397383,0.04025553,0.03916885,0.03958801,0.04036802,0.04077451,0.042222078,0.044532201
"	GCAM-USA_updatedRef",DE,resid cooling,HFC134a,0.07293,0.073788,0.071929,0.072644,0.074074,0.074789,0.077506,0.081653
"	GCAM-USA_updatedRef",DE,resid cooling,HFC143a,0.054981,0.055875,0.054087,0.054534,0.055875,0.056322,0.058557,0.061686
"	GCAM-USA_updatedRef",DE,resid cooling,HFC23,1.72E-04,1.75E-04,1.70E-04,1.72E-04,1.75E-04,1.76E-04,1.84E-04,1.92E-04
