scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050
"	GCAM-USA_updatedRef",MI,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MI,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MI,subpeak generation,CH4,0.0017125,0.0014675,0.001345,0.00118,9.85E-04,7.75E-04,5.83E-04,4.23E-04
"	GCAM-USA_updatedRef",MI,subpeak generation,N2O,0.0058706,0.0050064,0.0045892,0.004023,0.0033376,0.00262836,0.00196084,0.0014006
"	GCAM-USA_updatedRef",MI,subpeak generation,CH4,0.0151,0.014025,0.013425,0.012375,0.011025,0.00965,0.008625,0.0078
"	GCAM-USA_updatedRef",MI,subpeak generation,N2O,0.051852,0.047978,0.045892,0.042316,0.037846,0.033078,0.0295318,0.0267306
"	GCAM-USA_updatedRef",MI,subpeak generation,CH4,4.75E-05,3.93E-05,3.48E-05,2.24E-05,1.53E-05,1.22E-05,9.83E-06,6.20E-06
"	GCAM-USA_updatedRef",MI,subpeak generation,N2O,6.82E-04,5.63E-04,4.98E-04,3.22E-04,2.20E-04,1.75E-04,1.41E-04,8.88E-05
"	GCAM-USA_updatedRef",MI,trn_aviation_intl,N2O,0.0045594,0.0042912,0.0045296,0.0043806,0.004321,0.0045594,0.0047978,0.005066
"	GCAM-USA_updatedRef",MI,trn_freight,CH4,1.77E-04,2.13E-04,2.02E-04,1.46E-04,1.07E-04,9.45E-05,9.30E-05,9.53E-05
"	GCAM-USA_updatedRef",MI,trn_freight,N2O,5.78E-04,6.97E-04,6.62E-04,4.80E-04,3.49E-04,3.10E-04,3.04E-04,3.13E-04
"	GCAM-USA_updatedRef",MI,trn_freight,CH4,0.0015875,0.001585,0.001485,0.0011575,7.15E-04,5.33E-04,5.10E-04,5.33E-04
"	GCAM-USA_updatedRef",MI,trn_freight,N2O,0.0058706,0.0058706,0.0054832,0.0042912,0.00264028,0.00197276,0.00188932,0.00196382
"	GCAM-USA_updatedRef",MI,trn_freight_road,CH4,0.0136,0.011475,0.010475,0.0093,0.008925,0.009025,0.009225,0.009325
"	GCAM-USA_updatedRef",MI,trn_freight_road,N2O,0.135888,0.11473,0.104896,0.092976,0.089102,0.090294,0.09238,0.093274
"	GCAM-USA_updatedRef",MI,trn_freight_road,CH4,0.0032,0.00365,0.0034,0.0028,0.0018175,0.0014525,0.001255,0.00113
"	GCAM-USA_updatedRef",MI,trn_freight_road,N2O,0.032184,0.036356,0.033972,0.0280418,0.0181482,0.0145126,0.0125458,0.0112942
"	GCAM-USA_updatedRef",MI,trn_freight_road,CH4,0.009275,0.0115,0.01165,0.01045,0.008325,0.0072,0.00635,0.00565
"	GCAM-USA_updatedRef",MI,trn_freight_road,N2O,0.092678,0.11473,0.116518,0.104598,0.083142,0.071818,0.063474,0.056322
"	GCAM-USA_updatedRef",MI,trn_pass,N2O,0.0099532,0.0100128,0.0112942,0.0110856,0.0108174,0.0112942,0.0115624,0.0113836
"	GCAM-USA_updatedRef",MI,trn_pass,CH4,6.78E-05,6.25E-05,7.20E-05,7.43E-05,7.73E-05,8.05E-05,8.40E-05,8.75E-05
"	GCAM-USA_updatedRef",MI,trn_pass,N2O,2.50E-04,2.31E-04,2.66E-04,2.75E-04,2.85E-04,2.98E-04,3.10E-04,3.25E-04
"	GCAM-USA_updatedRef",MI,trn_pass_road,CH4,9.03E-04,0.0011425,0.0011475,8.05E-04,5.87E-04,4.50E-04,3.58E-04,2.97E-04
"	GCAM-USA_updatedRef",MI,trn_pass_road,N2O,0.0097446,0.0123074,0.012367,0.0086718,0.0063176,0.0048574,0.0038442,0.0032184
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV,CH4,2.50E-04,2.24E-04,1.55E-04,1.18E-04,1.25E-04,1.35E-04,1.45E-04,1.56E-04
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV,N2O,0.00154066,0.00137974,9.57E-04,7.21E-04,7.69E-04,8.28E-04,8.94E-04,9.63E-04
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV_4W,CH4,0.037722,0.031422075,0.027112175,0.020125,0.014975,0.01115,0.010975,0.011
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV_4W,N2O,0.069136,0.057812,0.049766,0.036952,0.0275054,0.0204726,0.0201448,0.0201746
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV_4W,CH4,0.036,0.03075,0.02675,0.019975,0.01515,0.012,0.011825,0.011875
"	GCAM-USA_updatedRef",MI,trn_pass_road_LDV_4W,N2O,0.066156,0.056322,0.04917,0.036654,0.0278332,0.022052,0.0217242,0.0218136
"	GCAM-USA_updatedRef",MI,trn_shipping_intl,CH4,6.32E-05,6.35E-05,6.05E-05,4.68E-05,3.05E-05,2.60E-05,2.48E-05,2.48E-05
"	GCAM-USA_updatedRef",MI,trn_shipping_intl,N2O,0.00263134,0.00264028,0.0025181,0.00193998,0.00126352,0.00107578,0.00103108,0.00103108
"	GCAM-USA_updatedRef",MN,base load generation,CH4,0,2.23E-05,1.09E-05,1.48E-05,2.70E-05,2.19E-05,2.55E-05,2.28E-05
"	GCAM-USA_updatedRef",MN,base load generation,N2O,0,5.30E-05,2.60E-05,3.52E-05,6.44E-05,5.22E-05,6.08E-05,5.42E-05
"	GCAM-USA_updatedRef",MN,base load generation,CH4,0.002725,3.43E-05,7.23E-05,7.35E-05,6.65E-05,3.85E-05,1.71E-05,1.03E-05
"	GCAM-USA_updatedRef",MN,base load generation,N2O,0.039038,4.92E-04,0.00103704,0.00105492,9.57E-04,5.51E-04,2.46E-04,1.48E-04
"	GCAM-USA_updatedRef",MN,base load generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,base load generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,base load generation,CH4,7.18E-04,0.00137,0.0015575,0.001965,0.002725,0.00315,0.003825,0.0043
"	GCAM-USA_updatedRef",MN,base load generation,N2O,0.00245552,0.0039038,0.0042614,0.0051554,0.0069136,0.0078076,0.0093572,0.0104002
"	GCAM-USA_updatedRef",MN,biomass liquids,CH4,0,0,0,0,0,7.33E-04,0.0019725,0.003025
"	GCAM-USA_updatedRef",MN,biomass liquids,N2O,0.0034568,0.003278,0.003278,0.00294722,0.00253002,0.0036356,0.0057216,0.0075096
"	GCAM-USA_updatedRef",MN,comm cooking,CH4,0.001765,0.00174,0.0016575,0.001535,0.00139,0.0012975,0.00121,0.00122
"	GCAM-USA_updatedRef",MN,comm cooking,N2O,1.90E-04,1.87E-04,1.78E-04,1.65E-04,1.49E-04,1.39E-04,1.30E-04,1.31E-04
"	GCAM-USA_updatedRef",MN,comm cooling,HFC125,0.08445045,0.091156905,0.09213288,0.09286599,0.092976275,0.091851585,0.092459808,0.094624002
"	GCAM-USA_updatedRef",MN,comm cooling,HFC134a,0.15444,0.16731,0.16874,0.17017,0.17017,0.16874,0.17017,0.17303
"	GCAM-USA_updatedRef",MN,comm cooling,HFC143a,0.116667,0.126054,0.127395,0.128289,0.128736,0.126948,0.127842,0.130971
"	GCAM-USA_updatedRef",MN,comm cooling,HFC23,3.66E-04,3.95E-04,4.00E-04,4.03E-04,4.03E-04,3.98E-04,4.01E-04,4.10E-04
"	GCAM-USA_updatedRef",MN,comm cooling,HFC32,9.07E-04,9.79E-04,9.88E-04,9.98E-04,9.98E-04,9.83E-04,9.93E-04,0.0010165
"	GCAM-USA_updatedRef",MN,comm cooling,CH4,8.65E-06,8.53E-06,8.13E-06,7.53E-06,6.88E-06,6.35E-06,5.68E-06,5.68E-06
"	GCAM-USA_updatedRef",MN,comm cooling,N2O,9.24E-07,9.12E-07,8.67E-07,8.05E-07,7.36E-07,6.79E-07,6.08E-07,5.87E-07
"	GCAM-USA_updatedRef",MN,comm heating,CH4,2.17E-04,2.17E-04,2.29E-04,2.48E-04,2.75E-04,2.93E-04,3.05E-04,3.05E-04
"	GCAM-USA_updatedRef",MN,comm heating,N2O,0.0067348,0.0067646,0.0071222,0.0077182,0.0085526,0.0091188,0.0095062,0.0095062
"	GCAM-USA_updatedRef",MN,comm heating,CH4,6.25E-06,4.82E-06,4.05E-06,3.12E-06,2.20E-06,1.42E-06,0,0
"	GCAM-USA_updatedRef",MN,comm heating,N2O,8.85E-05,6.82E-05,5.75E-05,4.44E-05,3.13E-05,2.02E-05,0,0
"	GCAM-USA_updatedRef",MN,comm heating,CH4,0.02625,0.02295,0.020975,0.0188,0.016575,0.01475,0.011325,0.011575
"	GCAM-USA_updatedRef",MN,comm heating,N2O,0.00280716,0.00246744,0.00225288,0.00201746,0.00178204,0.00158536,0.00121882,0.00124564
"	GCAM-USA_updatedRef",MN,comm heating,CH4,5.70E-04,6.43E-04,6.78E-04,6.50E-04,5.55E-04,4.23E-04,2.33E-04,1.61E-04
"	GCAM-USA_updatedRef",MN,comm heating,N2O,0.0017135,0.00192806,0.00203236,0.00194892,0.00166582,0.00126948,7.00E-04,4.86E-04
"	GCAM-USA_updatedRef",MN,comm hot water,CH4,0.006575,0.00585,0.005175,0.0043,0.00345,0.002875,0.002235,0.0023725
"	GCAM-USA_updatedRef",MN,comm hot water,N2O,7.06E-04,6.29E-04,5.54E-04,4.62E-04,3.70E-04,3.10E-04,2.40E-04,2.55E-04
"	GCAM-USA_updatedRef",MN,comm hot water,CH4,6.05E-05,6.23E-05,6.32E-05,5.80E-05,4.58E-05,3.10E-05,1.43E-05,8.28E-06
"	GCAM-USA_updatedRef",MN,comm hot water,N2O,1.81E-04,1.87E-04,1.90E-04,1.74E-04,1.37E-04,9.33E-05,4.29E-05,2.48E-05
"	GCAM-USA_updatedRef",MN,comm other,CH4,0.004175,0.003525,0.003525,0.0035,0.003375,0.003325,0.003375,0.003375
"	GCAM-USA_updatedRef",MN,comm other,N2O,4.50E-04,3.78E-04,3.78E-04,3.75E-04,3.64E-04,3.58E-04,3.61E-04,3.64E-04
"	GCAM-USA_updatedRef",MN,comm other,CH4,1.88E-04,1.89E-04,2.15E-04,2.53E-04,3.20E-04,3.63E-04,3.85E-04,4.02E-04
"	GCAM-USA_updatedRef",MN,comm other,N2O,5.63E-04,5.66E-04,6.47E-04,7.60E-04,9.57E-04,0.00109068,0.00115624,0.0012069
"	GCAM-USA_updatedRef",MN,intermediate generation,CH4,0,3.53E-06,3.62E-06,4.08E-06,4.75E-06,5.45E-06,7.50E-06,8.98E-06
"	GCAM-USA_updatedRef",MN,intermediate generation,N2O,0,8.40E-06,8.64E-06,9.74E-06,1.13E-05,1.30E-05,1.79E-05,2.14E-05
"	GCAM-USA_updatedRef",MN,intermediate generation,CH4,0.002725,6.53E-04,9.55E-04,7.38E-04,5.83E-04,3.88E-04,2.85E-04,1.72E-04
"	GCAM-USA_updatedRef",MN,intermediate generation,N2O,0.039038,0.0093572,0.013708,0.010579,0.0083738,0.0055726,0.0040826,0.00247638
"	GCAM-USA_updatedRef",MN,intermediate generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,intermediate generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,intermediate generation,CH4,0.003175,0.003125,0.003,0.002825,0.002625,0.00241,0.00239,0.0023825
"	GCAM-USA_updatedRef",MN,intermediate generation,N2O,0.0109068,0.010281,0.0097148,0.0089996,0.0080758,0.0071818,0.0067646,0.006407
"	GCAM-USA_updatedRef",MN,other industrial energy use,CH4,9.67E-04,9.75E-04,0.00105,0.00112,0.00119,0.00125,0.0013025,0.0013375
"	GCAM-USA_updatedRef",MN,other industrial energy use,N2O,0.061686,0.061984,0.066752,0.071222,0.075692,0.079566,0.082844,0.085228
"	GCAM-USA_updatedRef",MN,other industrial energy use,CH4,2.98E-05,3.00E-05,3.15E-05,3.30E-05,3.45E-05,3.58E-05,3.70E-05,3.75E-05
"	GCAM-USA_updatedRef",MN,other industrial energy use,N2O,0.00249128,0.00250618,0.0026373,0.00275948,0.00287868,0.00298,0.0030694,0.003129
"	GCAM-USA_updatedRef",MN,other industrial energy use,CH4,5.73E-04,5.78E-04,6.03E-04,6.28E-04,6.50E-04,6.70E-04,6.88E-04,6.95E-04
"	GCAM-USA_updatedRef",MN,other industrial energy use,N2O,5.45E-04,5.48E-04,5.72E-04,5.96E-04,6.17E-04,6.38E-04,6.56E-04,6.59E-04
"	GCAM-USA_updatedRef",MN,other industrial energy use,CH4,9.10E-04,9.05E-04,9.87E-04,0.0010125,0.001035,0.0010675,0.0011025,0.0011375
"	GCAM-USA_updatedRef",MN,other industrial energy use,N2O,0.0071818,0.007152,0.0077778,0.0079864,0.0081652,0.0084334,0.0087016,0.0089698
"	GCAM-USA_updatedRef",MN,peak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,peak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,peak generation,CH4,2.53E-04,2.17E-04,1.98E-04,1.73E-04,1.43E-04,1.12E-04,8.25E-05,5.77E-05
"	GCAM-USA_updatedRef",MN,peak generation,N2O,8.70E-04,7.42E-04,6.76E-04,5.90E-04,4.89E-04,3.81E-04,2.81E-04,1.96E-04
"	GCAM-USA_updatedRef",MN,peak generation,CH4,7.43E-04,6.32E-04,5.75E-04,5.00E-04,4.10E-04,3.20E-04,2.36E-04,1.63E-04
"	GCAM-USA_updatedRef",MN,peak generation,N2O,0.00253896,0.00216348,0.0019668,0.00171052,0.00140358,0.00109366,8.11E-04,5.60E-04
"	GCAM-USA_updatedRef",MN,peak generation,CH4,4.93E-06,3.93E-06,3.45E-06,1.87E-06,1.04E-06,7.63E-07,8.65E-07,5.40E-07
"	GCAM-USA_updatedRef",MN,peak generation,N2O,7.06E-05,5.63E-05,4.95E-05,2.68E-05,1.49E-05,1.09E-05,1.24E-05,7.72E-06
"	GCAM-USA_updatedRef",MN,resid clothes dryers,CH4,1.55E-04,1.57E-04,1.52E-04,1.50E-04,1.43E-04,1.50E-04,1.57E-04,1.63E-04
"	GCAM-USA_updatedRef",MN,resid clothes dryers,N2O,1.02E-05,1.02E-05,9.95E-06,9.77E-06,9.39E-06,9.77E-06,1.03E-05,1.07E-05
"	GCAM-USA_updatedRef",MN,resid cooking,CH4,6.53E-04,5.85E-04,5.05E-04,4.02E-04,3.13E-04,2.19E-04,2.24E-04,2.28E-04
"	GCAM-USA_updatedRef",MN,resid cooking,N2O,4.26E-05,3.81E-05,3.31E-05,2.63E-05,2.05E-05,1.43E-05,1.47E-05,1.49E-05
"	GCAM-USA_updatedRef",MN,resid cooking,CH4,1.63E-06,1.50E-06,1.34E-06,1.09E-06,8.47E-07,5.85E-07,5.75E-07,5.80E-07
"	GCAM-USA_updatedRef",MN,resid cooking,N2O,6.17E-05,5.63E-05,5.07E-05,4.11E-05,3.19E-05,2.21E-05,2.17E-05,2.19E-05
"	GCAM-USA_updatedRef",MN,resid cooling,HFC125,0.09815085,0.10821419,0.109991735,0.112328405,0.114178995,0.114897755,0.118733678,0.12462443
"	GCAM-USA_updatedRef",MN,resid cooling,HFC134a,0.18007418,0.198537482,0.201798311,0.206085165,0.209480557,0.210799203,0.217837062,0.228644359
"	GCAM-USA_updatedRef",MN,resid cooling,HFC143a,0.135732444,0.149648537,0.152106814,0.155338087,0.157897386,0.158891246,0.164196036,0.172342437
"	GCAM-USA_updatedRef",MN,resid cooling,HFC23,4.26E-04,4.69E-04,4.77E-04,4.87E-04,4.96E-04,4.99E-04,5.15E-04,5.40E-04
"	GCAM-USA_updatedRef",MN,resid cooling,HFC32,0.001052063,0.001159927,0.001178982,0.00120403,0.001223866,0.001231571,0.001272688,0.001335829
"	GCAM-USA_updatedRef",MN,resid heating,CH4,0.018975,0.017925,0.0173,0.016525,0.0157,0.0146,0.0135,0.0125
"	GCAM-USA_updatedRef",MN,resid heating,N2O,0.0235122,0.022201,0.0214262,0.0204726,0.0194296,0.0180886,0.0167178,0.015496
"	GCAM-USA_updatedRef",MN,resid heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,resid heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,resid heating,CH4,0.0795,0.07375,0.069,0.0625,0.0545,0.0465,0.04025,0.03575
"	GCAM-USA_updatedRef",MN,resid heating,N2O,0.0051852,0.0048276,0.0044998,0.0040826,0.003576,0.0030396,0.00262836,0.00233036
"	GCAM-USA_updatedRef",MN,resid heating,CH4,1.10E-04,1.04E-04,9.85E-05,8.80E-05,7.35E-05,5.68E-05,4.08E-05,2.72E-05
"	GCAM-USA_updatedRef",MN,resid heating,N2O,0.0041422,0.0039336,0.003725,0.0033376,0.00277736,0.0021456,0.00154066,0.00102512
"	GCAM-USA_updatedRef",MN,resid hot water,CH4,0.014325,0.013325,0.012625,0.012,0.0107,0.011125,0.011525,0.01185
"	GCAM-USA_updatedRef",MN,resid hot water,N2O,9.39E-04,8.70E-04,8.25E-04,7.87E-04,7.00E-04,7.27E-04,7.54E-04,7.75E-04
"	GCAM-USA_updatedRef",MN,resid hot water,CH4,1.70E-05,1.62E-05,1.54E-05,1.33E-05,9.20E-06,8.00E-06,6.85E-06,5.80E-06
"	GCAM-USA_updatedRef",MN,resid hot water,N2O,6.41E-04,6.08E-04,5.78E-04,5.01E-04,3.46E-04,3.01E-04,2.59E-04,2.19E-04
"	GCAM-USA_updatedRef",MN,resid other,CH4,7.45E-04,5.15E-04,5.28E-04,5.43E-04,5.83E-04,6.23E-04,6.48E-04,6.70E-04
"	GCAM-USA_updatedRef",MN,resid other,N2O,4.89E-05,3.37E-05,3.46E-05,3.55E-05,3.81E-05,4.08E-05,4.23E-05,4.38E-05
"	GCAM-USA_updatedRef",MN,resid other,CH4,2.90E-06,2.28E-06,2.38E-06,2.22E-06,2.28E-06,2.41E-06,2.50E-06,2.63E-06
"	GCAM-USA_updatedRef",MN,resid other,N2O,1.09E-04,8.61E-05,9.00E-05,8.37E-05,8.61E-05,9.09E-05,9.42E-05,9.92E-05
"	GCAM-USA_updatedRef",MN,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MN,subpeak generation,CH4,3.10E-04,2.70E-04,2.55E-04,2.27E-04,1.94E-04,1.59E-04,1.48E-04,1.23E-04
"	GCAM-USA_updatedRef",MN,subpeak generation,N2O,0.00106088,9.21E-04,8.55E-04,7.60E-04,6.44E-04,5.22E-04,4.56E-04,3.67E-04
"	GCAM-USA_updatedRef",MN,subpeak generation,CH4,9.05E-04,7.73E-04,7.03E-04,6.10E-04,5.03E-04,3.90E-04,2.88E-04,2.00E-04
"	GCAM-USA_updatedRef",MN,subpeak generation,N2O,0.0030992,0.00264028,0.00240486,0.00209196,0.00171648,0.00133802,9.89E-04,6.82E-04
"	GCAM-USA_updatedRef",MN,subpeak generation,CH4,4.93E-06,4.00E-06,3.58E-06,2.03E-06,1.13E-06,8.13E-07,8.82E-07,5.53E-07
"	GCAM-USA_updatedRef",MN,subpeak generation,N2O,7.06E-05,5.72E-05,5.13E-05,2.90E-05,1.62E-05,1.17E-05,1.26E-05,7.90E-06
"	GCAM-USA_updatedRef",MN,trn_aviation_intl,N2O,0.0058408,0.005364,0.005513,0.0052448,0.0051852,0.0054832,0.0057812,0.0060792
"	GCAM-USA_updatedRef",MN,trn_freight,CH4,8.95E-05,1.06E-04,9.75E-05,7.00E-05,5.13E-05,4.58E-05,4.53E-05,4.65E-05
"	GCAM-USA_updatedRef",MN,trn_freight,N2O,2.93E-04,3.46E-04,3.19E-04,2.30E-04,1.68E-04,1.50E-04,1.48E-04,1.52E-04
"	GCAM-USA_updatedRef",MN,trn_freight,CH4,0.0011625,0.00113,0.001035,8.00E-04,4.98E-04,3.73E-04,3.60E-04,3.75E-04
"	GCAM-USA_updatedRef",MN,trn_freight,N2O,0.0042912,0.004172,0.0038144,0.00295914,0.00183568,0.00137676,0.00132908,0.00138868
"	GCAM-USA_updatedRef",MN,trn_freight_road,CH4,0.00995,0.0082,0.00735,0.006475,0.00625,0.00635,0.006525,0.006625
"	GCAM-USA_updatedRef",MN,trn_freight_road,N2O,0.099532,0.08195,0.073308,0.064666,0.06258,0.063474,0.065262,0.066156
"	GCAM-USA_updatedRef",MN,trn_freight_road,CH4,0.0023475,0.0026,0.0024,0.001955,0.001245,0.001,8.70E-04,7.88E-04
"	GCAM-USA_updatedRef",MN,trn_freight_road,N2O,0.0234824,0.0261048,0.023989,0.0195488,0.0124564,0.009983,0.0087016,0.0078672
"	GCAM-USA_updatedRef",MN,trn_freight_road,CH4,0.006775,0.008225,0.0082,0.007275,0.005725,0.004975,0.004425,0.00395
"	GCAM-USA_updatedRef",MN,trn_freight_road,N2O,0.067646,0.082248,0.08195,0.072712,0.057216,0.049766,0.044104,0.039634
"	GCAM-USA_updatedRef",MN,trn_pass,N2O,0.0127842,0.012367,0.0134994,0.0130524,0.0127544,0.0132908,0.0135888,0.0133206
"	GCAM-USA_updatedRef",MN,trn_pass,CH4,4.95E-05,4.48E-05,5.08E-05,5.20E-05,5.38E-05,5.57E-05,5.77E-05,6.00E-05
"	GCAM-USA_updatedRef",MN,trn_pass,N2O,1.83E-04,1.65E-04,1.88E-04,1.92E-04,1.99E-04,2.07E-04,2.14E-04,2.22E-04
"	GCAM-USA_updatedRef",MN,trn_pass_road,CH4,6.60E-04,8.40E-04,8.45E-04,5.98E-04,4.37E-04,3.35E-04,2.65E-04,2.20E-04
"	GCAM-USA_updatedRef",MN,trn_pass_road,N2O,0.0071222,0.0090592,0.0091188,0.0064368,0.0047084,0.0036058,0.0028459,0.00236612
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV,CH4,1.39E-04,1.17E-04,7.73E-05,5.73E-05,6.13E-05,6.65E-05,7.20E-05,7.75E-05
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV,N2O,8.52E-04,7.21E-04,4.74E-04,3.52E-04,3.78E-04,4.08E-04,4.41E-04,4.77E-04
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV_4W,CH4,0.02085,0.017125,0.014625,0.010725,0.007925,0.005825,0.00575,0.00575
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV_4W,N2O,0.038442,0.03129,0.0268498,0.0197276,0.0145424,0.0106982,0.0105492,0.0105492
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV_4W,CH4,0.01995,0.0167,0.0144,0.010625,0.008,0.006275,0.0062,0.0062
"	GCAM-USA_updatedRef",MN,trn_pass_road_LDV_4W,N2O,0.036654,0.030694,0.0264624,0.019519,0.0146914,0.0115326,0.0113836,0.0113836
"	GCAM-USA_updatedRef",MN,trn_shipping_intl,CH4,3.20E-05,3.18E-05,3.00E-05,2.30E-05,1.50E-05,1.28E-05,1.23E-05,1.23E-05
"	GCAM-USA_updatedRef",MN,trn_shipping_intl,N2O,0.00133206,0.00132014,0.00124266,9.54E-04,6.23E-04,5.33E-04,5.13E-04,5.13E-04
"	GCAM-USA_updatedRef",MO,N fertilizer,CH4,0.014625,0.015925,0.01785,0.018925,0.0195,0.020175,0.021625,0.02305
"	GCAM-USA_updatedRef",MO,N fertilizer,N2O,0.0139166,0.0151384,0.016986,0.0179992,0.0185356,0.0191912,0.020562,0.021903
"	GCAM-USA_updatedRef",MO,base load generation,CH4,0,5.30E-06,4.40E-06,6.20E-06,1.07E-05,1.33E-05,1.66E-05,2.68E-05
"	GCAM-USA_updatedRef",MO,base load generation,N2O,0,1.26E-05,1.05E-05,1.48E-05,2.54E-05,3.16E-05,3.96E-05,6.35E-05
"	GCAM-USA_updatedRef",MO,base load generation,CH4,1.20E-04,3.45E-06,6.77E-06,8.10E-06,6.98E-06,4.28E-06,2.39E-06,1.40E-06
"	GCAM-USA_updatedRef",MO,base load generation,N2O,0.00172244,4.95E-05,9.74E-05,1.16E-04,1.00E-04,6.14E-05,3.43E-05,2.01E-05
"	GCAM-USA_updatedRef",MO,base load generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MO,base load generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",MO,base load generation,CH4,5.60E-04,0.0013525,0.0015625,0.00185,0.002235,0.002575,0.002975,0.003675
"	GCAM-USA_updatedRef",MO,base load generation,N2O,0.00191316,0.0036952,0.0041422,0.004768,0.0056024,0.0063772,0.0072712,0.0088804
"	GCAM-USA_updatedRef",MO,biomass liquids,CH4,0,0,0,0,0,0.001195,0.003175,0.004825
"	GCAM-USA_updatedRef",MO,biomass liquids,N2O,0.00144232,0.00136484,0.00136484,0.00122776,0.00105194,0.0027565,0.0056918,0.0081652
"	GCAM-USA_updatedRef",MO,comm cooking,CH4,0.001795,0.0017525,0.00166,0.00151,0.001345,0.0012375,0.00114,0.00115
"	GCAM-USA_updatedRef",MO,comm cooking,N2O,1.93E-04,1.88E-04,1.79E-04,1.62E-04,1.44E-04,1.33E-04,1.22E-04,1.24E-04
"	GCAM-USA_updatedRef",MO,comm cooling,HFC125,0.2761927,0.297699955,0.302119685,0.304111535,0.303902585,0.29981448,0.301526505,0.308519029
"	GCAM-USA_updatedRef",MO,comm cooling,HFC134a,0.50622,0.54626,0.55484,0.5577,0.5577,0.55055,0.55341,0.56628
"	GCAM-USA_updatedRef",MO,comm cooling,HFC143a,0.381738,0.411687,0.417945,0.420627,0.42018,0.414816,0.417051,0.426438
"	GCAM-USA_updatedRef",MO,comm cooling,HFC23,0.00119732,0.00129056,0.0013098,0.00131868,0.0013172,0.00129944,0.00130684,0.00133792
"	GCAM-USA_updatedRef",MO,comm cooling,HFC32,0.00295925,0.003192,0.0032395,0.0032585,0.0032585,0.00321575,0.00323,0.003306
"	GCAM-USA_updatedRef",MO,comm cooling,CH4,2.23E-05,2.18E-05,2.07E-05,1.90E-05,1.72E-05,1.58E-05,1.41E-05,1.41E-05
"	GCAM-USA_updatedRef",MO,comm cooling,N2O,2.38E-06,2.32E-06,2.21E-06,2.02E-06,1.84E-06,1.68E-06,1.50E-06,1.51E-06
"	GCAM-USA_updatedRef",MO,comm heating,CH4,1.33E-04,1.30E-04,1.36E-04,1.45E-04,1.57E-04,1.65E-04,1.68E-04,1.68E-04
"	GCAM-USA_updatedRef",MO,comm heating,N2O,0.0041124,0.0040528,0.0042316,0.0044998,0.0048872,0.0051256,0.005215,0.005215
"	GCAM-USA_updatedRef",MO,comm heating,CH4,6.23E-05,4.80E-05,4.03E-05,3.10E-05,2.19E-05,1.42E-05,0,0
"	GCAM-USA_updatedRef",MO,comm heating,N2O,8.85E-04,6.82E-04,5.72E-04,4.41E-04,3.10E-04,2.02E-04,0,0
"	GCAM-USA_updatedRef",MO,comm heating,CH4,0.0141,0.012225,0.01115,0.009875,0.0086,0.00755,0.0056,0.005725
"	GCAM-USA_updatedRef",MO,comm heating,N2O,0.00151384,0.00131418,0.00119796,0.00106088,9.24E-04,8.11E-04,6.02E-04,6.14E-04
"	GCAM-USA_updatedRef",MO,comm heating,CH4,3.25E-04,3.55E-04,3.73E-04,3.55E-04,3.03E-04,2.33E-04,1.32E-04,9.65E-05
"	GCAM-USA_updatedRef",MO,comm heating,N2O,9.77E-04,0.00106982,0.00112048,0.00106386,0.00090592,7.00E-04,3.96E-04,2.90E-04
"	GCAM-USA_updatedRef",MO,comm hot water,CH4,0.006675,0.0059,0.0052,0.004275,0.0034,0.0028,0.002115,0.002255
"	GCAM-USA_updatedRef",MO,comm hot water,N2O,7.18E-04,6.35E-04,5.60E-04,4.59E-04,3.64E-04,3.01E-04,2.27E-04,2.42E-04
"	GCAM-USA_updatedRef",MO,comm hot water,CH4,6.50E-05,6.58E-05,6.60E-05,5.98E-05,4.68E-05,3.18E-05,1.45E-05,8.70E-06
