scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050
	GCAM-USA_updatedNZ,AK,base load generation,CH4,0,0,5.45e-8,5.325e-7,5.1e-7,6.6e-7,7.499999999999999e-7,8.025e-7
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0,0,1.29928e-7,1.2396799999999998e-6,1.19498e-6,1.52278e-6,1.70754e-6,1.8744200000000001e-6
	GCAM-USA_updatedNZ,AK,base load generation,CH4,0,0,3.775e-8,5.149999999999999e-7,1.935e-6,3.55e-6,4.9999999999999996e-6,7.175000000000001e-6
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0,0,6.198400000000001e-8,1.19796e-6,4.5892e-6,8.344e-6,1.18306e-5,1.70456e-5
	GCAM-USA_updatedNZ,AK,base load generation,CH4,0,0,5.225e-7,1.8025000000000001e-6,3.925e-6,4.975e-6,9.1e-6,1.3274999999999999e-5
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0,0,1.24564e-6,4.2614e-6,9.3572e-6,1.1860399999999999e-5,2.16944e-5,3.1587999999999996e-5
	GCAM-USA_updatedNZ,AK,base load generation,CH4,0,0,0,0,0,0,0,0
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0,0,0,0,0,0,0,0
	GCAM-USA_updatedNZ,AK,base load generation,CH4,4.35e-4,1.6375e-4,6.35e-5,5.1500000000000005e-5,2.65e-5,3.2500000000000004e-5,2.925e-5,2.39e-5
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0.00148702,5.6024e-4,2.1605000000000002e-4,1.6986e-4,8.3142e-5,1.01618e-4,8.552600000000001e-5,6.5858e-5
	GCAM-USA_updatedNZ,AK,base load generation,CH4,0,0,6.699999999999999e-7,4.15e-6,1.0925e-5,1.7875e-5,3.35e-5,5.325e-5
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0,0,1.6002600000000001e-6,9.8936e-6,2.6015399999999998e-5,4.2614e-5,7.9566e-5,1.26948e-4
	GCAM-USA_updatedNZ,AK,base load generation,CH4,2.0074999999999997e-4,1.26e-5,9.675e-6,7.600000000000001e-6,3.7499999999999997e-6,3.425e-6,1.7525e-6,1.1425e-6
	GCAM-USA_updatedNZ,AK,base load generation,N2O,0.0028757,1.80588e-4,1.3857e-4,1.0877e-4,5.3938e-5,4.9170000000000005e-5,2.50916e-5,1.63602e-5
	GCAM-USA_updatedNZ,AK,coal to liquids,CH4,0,0,0,0,0,0,8.975e-9,1.255e-8
	GCAM-USA_updatedNZ,AK,comm cooking,CH4,4.925e-4,4.875e-4,4.35e-4,4.225e-4,3.9e-4,3.975e-4,3.9999999999999996e-4,4.15e-4
	GCAM-USA_updatedNZ,AK,comm cooking,N2O,5.3044e-5,5.2447999999999997e-5,4.6785999999999996e-5,4.5594000000000004e-5,4.2018e-5,4.2912e-5,4.2912e-5,4.4402e-5
	GCAM-USA_updatedNZ,AK,comm cooling,HFC125,0.00245,0.0025269999999999997,0.002373,0.0022435,0.0018340000000000001,0.001603,9.274999999999999e-4,8.539999999999999e-4
	GCAM-USA_updatedNZ,AK,comm cooling,HFC134a,0.00449399379,0.00463578115,0.004350704929999999,0.00411378396,0.00336209445,0.00294411117,0.0017028025299999998,0.00156909896
	GCAM-USA_updatedNZ,AK,comm cooling,HFC143a,0.0033882599999999997,0.00349554,0.0032809799999999997,0.0031021799999999995,0.00253449,0.00221712,0.0012828899999999999,0.00118455
	GCAM-USA_updatedNZ,AK,comm cooling,HFC23,1.06264e-5,1.0952000000000001e-5,1.0286000000000001e-5,9.723600000000001e-6,7.9476e-6,6.956e-6,4.0256e-6,3.7148000000000004e-6
	GCAM-USA_updatedNZ,AK,comm cooling,HFC32,2.62675e-5,2.7075e-5,2.5412499999999998e-5,2.4034999999999996e-5,1.9665e-5,1.7194999999999997e-5,9.9275e-6,9.1675e-6
	GCAM-USA_updatedNZ,AK,comm cooling,CH4,2.38e-6,2.31e-6,2.155e-6,2.08e-6,2.0050000000000003e-6,2.025e-6,2.0425e-6,2.1524999999999997e-6
	GCAM-USA_updatedNZ,AK,comm cooling,N2O,2.682e-7,2.60452e-7,2.21414e-7,2.13368e-7,1.7731e-7,1.93104e-7,2.1158000000000002e-7,2.15454e-7
	GCAM-USA_updatedNZ,AK,comm heating,CH4,5.574999999999999e-5,5.75e-5,5.9250000000000004e-5,8.45e-5,7.625e-5,6.925e-5,4.9999999999999996e-5,3.725e-5
	GCAM-USA_updatedNZ,AK,comm heating,N2O,0.0017343600000000001,0.00178502,0.00184462,0.00262538,0.00237208,0.00215752,0.00155258,0.0011622
	GCAM-USA_updatedNZ,AK,comm heating,CH4,3.4750000000000004e-4,2.7e-4,2.2574999999999998e-4,1.7425e-4,1.2275e-4,7.950000000000001e-5,0,0
	GCAM-USA_updatedNZ,AK,comm heating,N2O,0.0049468,0.0038144,0.0032184,0.0024734,0.0017433,0.0011294200000000001,0,0
	GCAM-USA_updatedNZ,AK,comm heating,CH4,0.00405,0.0036,0.003125,0.002775,0.0022949999999999997,0.00201,0.00142,0.001425
	GCAM-USA_updatedNZ,AK,comm heating,N2O,4.3508e-4,3.8740000000000004e-4,3.3674e-4,2.96808e-4,2.46446e-4,2.15752e-4,1.52576e-4,1.53172e-4
	GCAM-USA_updatedNZ,AK,comm heating,CH4,3.5e-4,4.0249999999999997e-4,3.7749999999999996e-4,3.8500000000000003e-4,3.325e-4,2.5749999999999997e-4,1.3975e-4,9.15e-5
	GCAM-USA_updatedNZ,AK,comm heating,N2O,0.0010519400000000001,0.00120988,0.00113836,0.00115922,9.9532e-4,7.748000000000001e-4,4.2018000000000003e-4,2.74458e-4
