scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050
GCAM-USA_updatedRef,AZ,trn_freight_road,CO2,8.906403654208392,9.39496926489682,9.44468723975106,8.969949280886441,8.367427334920242,7.995885841837226,7.5689113798920244,7.166299535112667
GCAM-USA_updatedRef,AZ,trn_pass,CO2,1.2298472160489753,1.2343658673300055,1.4011920058939953,1.3931120196709725,1.3824672969836813,1.4268860559514918,1.4184111262549763,1.367699754533299
GCAM-USA_updatedRef,AZ,trn_pass_road,CO2,0.3907222556838554,0.5219065216055057,0.6098149701040907,0.5096127685247683,0.4222068738984433,0.3255350553641278,0.25361975047938357,0.21046629515071344
GCAM-USA_updatedRef,AZ,trn_pass_road_LDV,CO2,0.06798871183911327,0.059663472285119264,0.041346153221595204,0.032014194472004355,0.0350935050886933,0.0377431220350778,0.03987479501318463,0.04241347235198553
GCAM-USA_updatedRef,AZ,trn_pass_road_LDV_4W,CO2,19.317218699142504,16.416895751165985,15.794041260319814,13.30707217127904,11.347973454387313,9.7409699110746,9.408599040386626,9.277034148063146
GCAM-USA_updatedRef,CA,base load generation,CO2,26.281341346600744,13.021561208240016,16.35039490161722,17.31638282122078,17.96066553617644,18.047772476874066,21.747698721225436,21.222969055393857
GCAM-USA_updatedRef,CA,biomass liquids,CO2,0.05794115778756213,0.05449187945408387,0.05445659192579027,0.04916715064884076,0.042238442348564,-0.0425520447320727,-0.17324553673383147,-0.21137969525790665
GCAM-USA_updatedRef,CA,cement,CO2,3.8586899999999997,3.6737800000000003,4.273357,4.710563,5.142503666666666,5.595659666666666,6.052206966666667,6.5249624
GCAM-USA_updatedRef,CA,comm cooking,CO2,1.0104563333333334,1.0876887999999998,1.1104177333333334,1.1186974333333335,1.1125051666666668,1.1188906666666665,1.1220396366666667,1.1497207333333332
GCAM-USA_updatedRef,CA,comm cooling,CO2,0.07839663333333334,0.08324697333333334,0.08340607,0.08153775666666667,0.07910426333333333,0.07679187999999999,0.07358021000000001,0.07424374466666667
GCAM-USA_updatedRef,CA,comm heating,CO2,2.358789593656386,3.7910660373911234,3.6218166929606164,3.4931849722838564,3.2778586365430584,3.180088809693327,2.919345835352012,3.0523494404801124
GCAM-USA_updatedRef,CA,comm hot water,CO2,2.694505685783692,2.847855127243566,2.892149798042446,2.892930488085191,2.867313365687394,2.8666491232647364,2.853700383992106,2.964330116417241
GCAM-USA_updatedRef,CA,comm other,CO2,7.654540600866206,7.889677063186343,8.211530193343291,8.130070798932097,7.848615231441344,7.696831897474538,7.74970492132397,7.880206651721287
GCAM-USA_updatedRef,CA,gas to liquids,CO2,0,0,0,0,0,0.044615999999999996,0.15277716666666666,0.27045993333333335
GCAM-USA_updatedRef,CA,H2 central production,CO2,0,0,0.06458045586666666,0.30325368344333337,0.65455269396,1.0535369466600002,1.6779649320793333,2.821221611798333
GCAM-USA_updatedRef,CA,H2 wholesale dispensing,CO2,0,0,0.055350166666666666,0.20442913333333335,0.48388629666666666,0.8499948599999999,1.4050292666666666,2.3727560999999997
GCAM-USA_updatedRef,CA,intermediate generation,CO2,21.0432387,11.795023533333334,12.7239695,12.846372953333335,12.088717336666667,11.189738413333332,12.54034188,11.683667966666668
GCAM-USA_updatedRef,CA,N fertilizer,CO2,0.9322133333333333,1.0203537666666664,1.151931,1.2239535,1.2643326666666668,1.3118757666666667,1.4079718033333333,1.5035806866666668
GCAM-USA_updatedRef,CA,oil refining,CO2,17.83034,16.578136666666666,16.9037,15.807476666666668,14.94687333333333,13.774056999999999,12.245086333333333,10.697456
GCAM-USA_updatedRef,CA,other industrial energy use,CO2,37.2709035163366,41.31174207096787,44.770292864651935,47.47414373210997,49.838858066761134,52.29488454451727,54.314942561275,56.09151794789181
GCAM-USA_updatedRef,CA,other industrial feedstocks,CO2,-0.5416495793352013,-0.5484205112239516,-0.6092948200623827,-0.6462264896106836,-0.6344491721205623,-1.1176389197979977,-1.942048496385272,-2.6758323519256337
GCAM-USA_updatedRef,CA,peak generation,CO2,0.373947387,0.23799610633333335,0.25656429333333336,0.22522989030666665,0.18432669387,0.14797143086,0.10585231895333334,0.07532183233666666
GCAM-USA_updatedRef,CA,process heat cement,CO2,3.060841923994012,2.9522040821910007,3.2922579542218156,3.397189668016445,3.286724822833199,3.1055125373711707,3.045326682899138,3.1012407427559836
GCAM-USA_updatedRef,CA,resid clothes dryers,CO2,0.3242349,0.3603684333333333,0.3784099,0.3958599333333333,0.40563930000000004,0.42933916666666666,0.45412253333333336,0.4778810666666667
GCAM-USA_updatedRef,CA,resid cooking,CO2,1.422213413965124,1.4839873192499338,1.4987929410584642,1.4830000717853455,1.4669086577427553,1.4398969001929416,1.4971681985501963,1.5546353245434368
GCAM-USA_updatedRef,CA,resid heating,CO2,4.90230561550895,6.541677646058463,6.03603886875165,5.508895263391776,4.8244480506067635,4.226773352021697,3.7107052325139134,3.4052230032405455
GCAM-USA_updatedRef,CA,resid hot water,CO2,10.664946839000116,11.483552203995886,12.054795862471229,12.597087732484455,12.95420790082287,13.65044271125744,14.330383398379437,14.997344776742095
GCAM-USA_updatedRef,CA,resid other,CO2,1.6635297079279707,1.4608281208789657,1.5505479633026387,1.620905340789988,1.7515967273335262,1.8899302837059808,1.9731971926714083,2.0624049584604984
GCAM-USA_updatedRef,CA,subpeak generation,CO2,1.1706782083333334,0.6773141100000001,0.6845331680000001,0.6611157556666667,0.5973854058333333,0.48950953919999995,0.4193384869666667,0.3245028347
GCAM-USA_updatedRef,CA,trn_aviation_intl,CO2,9.206281933345862,8.737841119322736,9.192932117676158,8.828885554832127,8.702028343780237,8.945475795080258,9.052593083340987,9.202053164648152
GCAM-USA_updatedRef,CA,trn_freight,CO2,8.457064893258263,9.635464995074196,9.862487916680482,9.227111729289557,8.952148210491384,8.873598109140454,8.756452091725984,8.61856428864783
GCAM-USA_updatedRef,CA,trn_freight_road,CO2,37.7374543414352,39.670662757968365,40.14697966772277,38.23696188143957,35.303236881048804,33.29943138790803,31.153460824001158,29.09627235677701
