scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050,Units
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,comm hot water,CO2,0.3513319,0.35431473,0.33491273,0.32198813,0.27411045,0.23863342,0.197422437,0.175246401,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,comm other,CO2,0.511227,0.478147,0.501144,0.574763,0.632543,0.680578,0.683598,0.602005,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,gas to liquids,CO2,0,0,0,0,1.31E-06,2.22E-06,7.96E-06,2.44E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,intermediate generation,CO2,11.88597214,7.06052795,5.976425392,5.564721674,4.161603803,4.061416428,4.12629291,3.186095907,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,oil refining,CO2,2.41018,2.23077,1.99887,1.68901,1.32586339,1.15871206,1.04014702,0.70785087,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,other industrial energy use,CO2,5.102978,5.148994299,5.263039651,5.402065763,5.354178268,5.320702979,5.177565811,3.786223469,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,peak generation,CO2,0.07101172,0.061875343,0.048380296,0.039172039,0.021312396,0.01447599,0.010162797,0.004270208,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,process heat cement,CO2,0.2912004,0.299953716,0.263741473,0.28479969,0.262333022,0.250969489,0.249630825,0.240678008,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,process heat dac,CO2,0,0,2.68E-06,1.32E-05,0.00760914,0.0607206,0.168931,0.170889,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,regional biomass,CO2,-0.416247,-0.359485,-0.540298,-0.620347,-2.29604,-3.28467,-5.26083,-10.3904,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,regional biomassOil,CO2,-0.411583,-0.390366,-0.341754,-0.276654,-0.315636,-0.237257,-0.249574,-0.386418,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,regional corn for ethanol,CO2,-2.58991,-2.43032,-2.14617,-1.73892,-1.94636,-1.38735,-0.935011,-0.797548,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,resid clothes dryers,CO2,0.0226291,0.022922,0.02204365,0.02151586,0.01858655,0.01795459,0.01755773,0.01601693,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,resid cooking,CO2,0.10167212,0.098710514,0.09278767,0.083973393,0.071301023,0.055791366,0.052460161,0.046061911,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,resid heating,CO2,4.49361104,4.22699919,3.95751827,3.58526641,3.01001142,2.39013105,1.83841311,1.355691547,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,resid hot water,CO2,1.10883322,1.06307615,1.02694245,0.989401855,0.806292366,0.768667142,0.7369108,0.64920409,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,resid other,CO2,0.120379,0.08713336,0.0921859,0.0957538,0.0924723,0.0944415,0.09402351,0.08029888,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,subpeak generation,CO2,0.42862709,0.42016142,0.36816329,0.31541295,0.19483037,0.148263023,0.125466519,0.070468187,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_aviation_intl,CO2,0.616188,0.567916,0.568902,0.550149,0.527014,0.549515,0.567814,0.557392,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_freight,CO2,0.398082032,0.393517662,0.360126128,0.309632743,0.235816834,0.208102966,0.19782146,0.168651043,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_freight_road,CO2,6.026013,6.292755,5.2400777,4.15693983,2.699261631,1.88564113,1.16316348,0.398608814,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_pass,CO2,2.3715373,2.2322786,2.2201584,2.1604608,1.9276647,1.8830112,1.6564002,0.9640083,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_pass_road,CO2,0.2515386,0.3114136,0.33978522,0.24384745,0.16945201,0.11103546,0.076840314,0.059440092,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_pass_road_LDV,CO2,0.0330096,0.0248939,0.00504641,0.00262238,0.00259407,0.00266958,0.00270181,0.0025363,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_pass_road_LDV_4W,CO2,9.37884484,7.84189089,6.16762215,3.82404855,2.125290221,0.91052738,0.7315206,0.56397584,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IL,trn_shipping_intl,CO2,6.04E-04,6.11E-04,5.53E-04,5.33E-04,4.87E-04,4.78E-04,4.41E-04,2.29E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,H2 central production,CO2,0,0,0.014234848,0.029572669,0.026241926,0.029799796,0.032737259,0.03689222,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,H2 wholesale dispensing,CO2,0,0,0.0471209,0.1209535,0.1822296,0.2425872,0.2844524,0.2581486,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,airCO2,CO2,0,0,-2.43E-04,-0.00125088,-0.733668,-6.17786,-18.5895,-18.6398,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,base load generation,CO2,15.98214503,7.525785217,4.233739662,3.750707025,2.320707879,1.99274812,1.828749313,1.089116414,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,biomass liquids,CO2,0.4739039,0.4454805,0.3928581,0.3182548,0.473651356,0.420468763,0.463250344,0.566007703,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,cement,CO2,0.195419,0.1971046,0.16956925,0.17715909,0.11967568,0.06808176,0.044797089,0.033016886,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,coal to liquids,CO2,0,0,0,0,5.52E-05,8.93E-05,3.02E-04,6.52E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,comm cooking,CO2,0.0404224,0.04000052,0.036149625,0.032838405,0.026319485,0.021840302,0.017356673,0.015027284,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,comm cooling,CO2,0.0063474,0.006280001,0.005972642,0.005691086,0.005253144,0.004899621,0.004416219,0.004237445,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,comm heating,CO2,0.9315271,0.8866226,0.81404966,0.76911332,0.64265985,0.52491369,0.32351018,0.257585939,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,comm hot water,CO2,0.1462355,0.14564704,0.13543013,0.12937719,0.10854246,0.092643706,0.074128986,0.064949444,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,comm other,CO2,0.249589,0.233392,0.242838,0.270532,0.29257,0.3124557,0.313622,0.2767903,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,gas to liquids,CO2,0,0,0,0,3.07E-06,5.19E-06,1.86E-05,5.69E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,intermediate generation,CO2,8.500802236,5.074540288,3.915575983,3.532884399,2.911382261,2.865814678,2.938699115,2.344037567,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,oil refining,CO2,1.12906,1.04588,0.936881,0.791633,0.62383833,0.54474973,0.48789678,0.3313948,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,other industrial energy use,CO2,8.3206495,8.2517881,8.392109482,8.622385457,8.521021437,8.496588898,8.360328219,6.447953756,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,peak generation,CO2,0.116936716,0.095687403,0.044571786,0.03184567,0.021944043,0.014986421,0.008319066,0.00279361,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,process heat cement,CO2,0.16015006,0.161992314,0.138762145,0.14960592,0.137167911,0.130671662,0.129817135,0.125199338,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,process heat dac,CO2,0,0,4.82E-06,2.31E-05,0.0126154,0.09736,0.263755,0.266349,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,regional biomass,CO2,-0.693501,-0.618596,-0.691328,-0.759961,-1.70329,-2.2648,-3.49759,-6.77405,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,regional biomassOil,CO2,-0.256315,-0.243103,-0.212829,-0.172288,-0.19617,-0.147068,-0.153889,-0.237468,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,regional corn for ethanol,CO2,-1.97855,-1.85922,-1.64007,-1.32866,-1.48447,-1.05523,-0.703038,-0.5855,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,resid clothes dryers,CO2,0.00823316,0.00824745,0.00780167,0.00761602,0.006604074,0.006436388,0.00633893,0.00580541,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,resid cooking,CO2,0.03940361,0.03750107,0.034560397,0.030580718,0.025432193,0.01927038,0.018119191,0.015834799,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,resid heating,CO2,1.69030658,1.55236229,1.43891549,1.28693537,1.05987706,0.81730899,0.601238612,0.420290261,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,resid hot water,CO2,0.41885736,0.38512393,0.361353816,0.338416188,0.256063629,0.23968191,0.225582634,0.193372172,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,resid other,CO2,0.04807792,0.03416793,0.03711207,0.03847388,0.03772083,0.0388389,0.03873107,0.0330409,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,subpeak generation,CO2,0.459000566,0.419077497,0.332747898,0.284024786,0.183349695,0.14328629,0.11912185,0.06529118,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_aviation_intl,CO2,0.189616,0.173879,0.171611,0.166229,0.159409,0.166842,0.172967,0.169715,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_freight,CO2,0.32386651,0.31711792,0.28178793,0.24128357,0.18417975,0.16280725,0.15418092,0.129724584,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_freight_road,CO2,4.764142,4.9027911,4.00928064,3.15982764,2.05490984,1.44878185,0.9113613,0.322923009,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_pass,CO2,0.737983,0.6881856,0.6722882,0.6544923,0.5858129,0.5782164,0.5184344,0.3165378,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_pass_road,CO2,0.18809976,0.22870981,0.24893208,0.176672099,0.122972288,0.080554936,0.055842029,0.043024912,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_pass_road_LDV,CO2,0.0220124,0.0157404,0.00344351,0.001774,0.00177032,0.00183948,0.00188007,0.00178529,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_pass_road_LDV_4W,CO2,6.25417123,5.23937537,4.12132883,2.56668772,1.435387584,0.62724271,0.5089536,0.39821432,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",IN,trn_shipping_intl,CO2,0.038479,0.03860076,0.03453676,0.03315797,0.0302884,0.02976142,0.0275593,0.01486361,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,H2 central production,CO2,0,0,0.006787499,0.013967592,0.012420062,0.013882678,0.01472851,0.015170162,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,H2 wholesale dispensing,CO2,0,0,0.0223444,0.0570233,0.0843435,0.1098006,0.1236305,0.1039343,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,airCO2,CO2,0,0,-9.39E-05,-5.12E-04,-0.313362,-2.62256,-7.65397,-7.64408,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,base load generation,CO2,7.281148591,3.830412419,2.214409827,1.774233738,0.845266775,0.60208681,0.494848461,0.292256751,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,biomass liquids,CO2,0.20509977,0.192899813,0.170056289,0.137752803,0.187027813,0.156901537,0.157916041,0.178405169,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,cement,CO2,0.113979,0.11386252,0.09829956,0.102767127,0.069285845,0.039495682,0.026227763,0.019379796,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,comm cooking,CO2,0.02338255,0.02374842,0.021772909,0.020115953,0.016383497,0.013581155,0.010599665,0.008865048,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,comm cooling,CO2,6.66E-04,6.95E-04,6.96E-04,7.07E-04,6.89E-04,6.64E-04,6.18E-04,5.77E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,comm heating,CO2,0.3750708,0.36188201,0.32899456,0.30287623,0.24814354,0.196471794,0.111608284,0.08703732,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,comm hot water,CO2,0.1027053,0.10472811,0.0988866,0.09498919,0.08017741,0.067642429,0.052616006,0.04462393,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,comm other,CO2,0.1041254,0.1068572,0.1104334,0.1242715,0.1362286,0.1451317,0.1429122,0.122176,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,gas to liquids,CO2,0,0,0,0,1.28E-04,2.16E-04,7.75E-04,0.00237283,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,intermediate generation,CO2,0.35133017,0.243619631,0.207119141,0.189745014,0.14087809,0.133580831,0.160841258,0.104781034,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,oil refining,CO2,0.868722,0.805264,0.721419,0.609665,0.48506779,0.42342807,0.37717572,0.25538024,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,other industrial energy use,CO2,1.7396893,1.777259549,1.830100478,1.910393176,1.915805112,1.939392104,1.923815064,1.633035572,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,peak generation,CO2,0.003724272,0.003175605,0.001892424,0.001468456,6.52E-04,4.28E-04,3.37E-04,8.95E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,process heat cement,CO2,0.093408356,0.093616738,0.080480604,0.086808861,0.080062192,0.076739105,0.076730824,0.074250432,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,process heat dac,CO2,0,0,1.85E-06,9.38E-06,0.0053266,0.0402516,0.103565,0.104426,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,regional biomass,CO2,-0.142551,-0.132901,-0.163789,-0.19013,-0.478997,-0.657981,-1.09786,-2.05538,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,regional biomassOil,CO2,-0.00246473,-0.00233769,-0.00204657,-0.00165672,-0.00219906,-0.00222643,-0.00664027,-0.0167731,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,regional corn for ethanol,CO2,-0.889482,-0.836566,-0.737505,-0.597409,-0.661616,-0.465475,-0.296311,-0.222476,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,resid clothes dryers,CO2,0.00234868,0.002540464,0.002557377,0.002628023,0.002400789,0.00228911,0.00220955,0.001982514,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,resid cooking,CO2,0.01161046,0.011620917,0.01114528,0.010280465,0.00879124,0.006864551,0.006236101,0.005270193,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,resid heating,CO2,0.71176523,0.68166867,0.643781,0.59172975,0.50060219,0.39790311,0.30211068,0.216872432,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,resid hot water,CO2,0.23490192,0.23868515,0.237359144,0.23472275,0.202210824,0.19211017,0.182439153,0.158891185,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,resid other,CO2,0.01437122,0.01331781,0.01392737,0.01388715,0.01326331,0.0133681,0.01296385,0.01077118,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,subpeak generation,CO2,0.002666696,0.002051925,0.001461236,0.002225696,0.002281219,0.003022062,0.010571268,0.004381774,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_aviation_intl,CO2,0.0372347,0.0344584,0.0341808,0.0330505,0.0317929,0.0333303,0.0346277,0.0340087,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_freight,CO2,0.1517,0.149763,0.13503469,0.1155253,0.0885178,0.0783543,0.0743295,0.062992,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_freight_road,CO2,2.297196,2.3953056,1.96673091,1.54073899,0.981737851,0.667417627,0.39133213,0.125093824,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_pass,CO2,0.1487499,0.14040841,0.13807138,0.13422764,0.12026435,0.11797429,0.10395039,0.06096893,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_pass_road,CO2,0.1042036,0.12797907,0.13916423,0.09991532,0.06996556,0.04634078,0.032235125,0.024904813,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_pass_road_LDV,CO2,0.00890219,0.00647213,0.0013681,7.09E-04,7.08E-04,7.36E-04,7.53E-04,7.15E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_pass_road_LDV_4W,CO2,2.52936974,2.10669547,1.650427866,1.020277749,0.563031836,0.23615685,0.18956932,0.1454853,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KS,trn_shipping_intl,CO2,0,0,0,0,0,0,0,0,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,H2 central production,CO2,0,0,0.009962674,0.02586081,0.024862155,0.032559236,0.040344841,0.055297309,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,H2 wholesale dispensing,CO2,0,0,0.0291505,0.075774,0.1148284,0.1541822,0.1830836,0.1691761,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,airCO2,CO2,0,0,-1.48E-04,-7.60E-04,-0.445532,-3.75161,-11.2888,-11.3193,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,base load generation,CO2,14.52563952,8.094399267,4.67052489,3.91090295,2.028097207,1.682725125,1.491097583,0.825078855,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,biomass liquids,CO2,0.0229747,0.02166363,0.01905641,0.01543372,0.068387714,0.085144409,0.138153531,0.194978306,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,cement,CO2,0.0907379,0.089606192,0.07709236,0.081137371,0.054764738,0.031397194,0.021087911,0.015715163,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,coal to liquids,CO2,0,0,0,0,7.86E-05,1.27E-04,4.29E-04,9.27E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,comm cooking,CO2,0.0330572,0.03237409,0.029152297,0.026306814,0.020888527,0.017153087,0.013409485,0.011602918,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,comm cooling,CO2,3.85E-04,3.78E-04,3.60E-04,3.45E-04,3.20E-04,3.00E-04,2.72E-04,2.63E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,comm heating,CO2,0.36824648,0.3331274,0.29866913,0.2634095,0.20741284,0.15485442,0.066518565,0.049479601,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,comm hot water,CO2,0.1218999,0.11927811,0.11024685,0.10315894,0.08424206,0.068406946,0.049883806,0.042576324,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,comm other,CO2,0.0995897,0.0916327,0.1004257,0.126029,0.1516512,0.1697029,0.1716753,0.1496876,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,gas to liquids,CO2,0,0,0,0,5.13E-05,8.67E-05,3.10E-04,9.51E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,intermediate generation,CO2,7.14134134,4.62992312,3.71426388,3.330755141,2.565558389,2.612158049,2.759595487,2.271151105,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,oil refining,CO2,0.713671,0.661093,0.592197,0.500386,0.394324,0.34433315,0.30839633,0.20947208,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,other industrial energy use,CO2,2.8916161,2.894453875,2.968121426,3.073174902,3.076745953,3.088445613,3.04242931,2.442801331,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,peak generation,CO2,0.111095,0.090921838,0.042368338,0.030291365,0.020884241,0.014281865,0.007959256,0.002708923,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,process heat cement,CO2,0.074361382,0.07374932,0.063170826,0.068823744,0.063381743,0.060941195,0.061019091,0.059253159,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,process heat dac,CO2,0,0,2.92E-06,1.40E-05,0.00766092,0.0591235,0.16017,0.161745,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,regional biomass,CO2,-0.64726,-0.630414,-0.678502,-0.730423,-1.21049,-1.51678,-2.11379,-3.51751,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,regional biomassOil,CO2,-0.120764,-0.114539,-0.100276,-0.0811741,-0.0903846,-0.0650094,-0.0542534,-0.0680788,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,regional corn for ethanol,CO2,-0.0627659,-0.0589803,-0.0520284,-0.0421495,-0.0506939,-0.0396054,-0.0417137,-0.0649857,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,resid clothes dryers,CO2,0.00659164,0.00654683,0.00620994,0.00617398,0.005440188,0.005391236,0.005374877,0.004980967,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,resid cooking,CO2,0.0299984,0.028611007,0.026550053,0.023991989,0.020348705,0.015958181,0.015220586,0.013507789,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,resid heating,CO2,0.73328946,0.65245837,0.596607193,0.519909579,0.417052074,0.310425091,0.217648455,0.144709656,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,resid hot water,CO2,0.13399284,0.117138796,0.107339814,0.099082763,0.072233107,0.069574297,0.066969325,0.058015157,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,resid other,CO2,0.03574716,0.02533775,0.02753757,0.02903576,0.028655,0.02985803,0.03019924,0.02621767,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,subpeak generation,CO2,0.25267916,0.238762982,0.182416618,0.154978036,0.105850565,0.085799189,0.07483369,0.043947167,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_aviation_intl,CO2,0.250998,0.22772,0.225129,0.221136,0.213144,0.225231,0.235219,0.232312,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_freight,CO2,0.198314,0.189887,0.16974662,0.1467787,0.1124286,0.1002201,0.0962327,0.0832401,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_freight_road,CO2,3.003114,3.0452624,2.48741498,1.97730487,1.290927453,0.92034375,0.58359158,0.208775705,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_pass,CO2,0.96756923,0.88998884,0.86909982,0.85852339,0.77174775,0.77088401,0.69796199,0.42909487,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_pass_road,CO2,0.12381263,0.15137654,0.16449407,0.11669688,0.081175931,0.053262735,0.03701667,0.028339075,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_pass_road_LDV,CO2,0.0154053,0.010539,0.00247025,0.00128915,0.00130068,0.00137391,0.00142258,0.00137041,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",KY,trn_pass_road_LDV_4W,CO2,4.37727067,3.67280624,2.89382348,1.809833186,1.017647062,0.45174123,0.36809856,0.28946153,MTC
