scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050,Units
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,other industrial energy use,CO2,2.9157099,2.6954407,2.7569137,2.929018497,2.857045538,2.824701758,2.721045796,1.647396225,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,peak generation,CO2,0.010744808,0.009219896,0.006470498,0.005212163,0.002883986,0.002023984,0.001569036,6.33E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,process heat dac,CO2,0,0,1.11E-06,5.43E-06,0.00302311,0.0232936,0.0624361,0.0629738,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,regional biomass,CO2,-0.0564672,-0.0568581,-0.0647421,-0.0771449,-0.491756,-0.69738,-1.20438,-2.54967,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,regional biomassOil,CO2,-0.209488,-0.19869,-0.173947,-0.140812,-0.161958,-0.122979,-0.132542,-0.207664,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,regional corn for ethanol,CO2,-0.763087,-0.717526,-0.632664,-0.512495,-0.578491,-0.415244,-0.288065,-0.260427,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,resid clothes dryers,CO2,2.54E-04,2.42E-04,2.28E-04,2.20E-04,1.86E-04,1.79E-04,1.74E-04,1.56E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,resid cooking,CO2,0.001791924,0.00166468,0.001521492,0.001307419,0.001055219,7.52E-04,6.85E-04,5.73E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,resid heating,CO2,0.20156105,0.180365065,0.165100452,0.143368538,0.11482622,0.084897304,0.058620794,0.038119682,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,resid hot water,CO2,0.031004029,0.027291406,0.024988683,0.022391949,0.015449732,0.014096592,0.01276203,0.010426188,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,resid other,CO2,0.0025075,0.001809542,0.001903327,0.001904705,0.001865399,0.001882644,0.001795009,0.001462241,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,subpeak generation,CO2,0.012489705,0.013008775,0.011419044,0.009913915,0.00636927,0.005686818,0.009079433,0.005176785,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_aviation_intl,CO2,0.0257966,0.0220739,0.0218241,0.0209921,0.0201576,0.0210547,0.0218199,0.0214838,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_freight,CO2,0.0899455,0.0809397,0.0728888,0.06239073,0.0477625,0.0423243,0.0403403,0.0344259,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_freight_road,CO2,1.36207,1.3042291,1.06939011,0.837582947,0.536562572,0.373307731,0.226238915,0.075972503,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_pass,CO2,0.10240777,0.08861228,0.08714369,0.08443168,0.07571525,0.0739726,0.06500376,0.03833811,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_pass_road,CO2,0.0636814,0.08069839,0.08856341,0.06558279,0.04620266,0.030822594,0.021392826,0.016602157,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_pass_road_LDV,CO2,0.00325353,0.00196962,3.68E-04,1.95E-04,1.94E-04,2.00E-04,2.03E-04,1.92E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",ND,trn_pass_road_LDV_4W,CO2,0.924576451,0.743562845,0.575669235,0.350287354,0.189347922,0.075293084,0.0633891,0.048833629,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,H2 central production,CO2,0,0,0.005800192,0.013060886,0.011790873,0.013820145,0.015441176,0.018192342,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,H2 wholesale dispensing,CO2,0,0,0.0181263,0.0463876,0.0693849,0.0912777,0.1045066,0.0907456,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,airCO2,CO2,0,0,-4.51E-05,-2.37E-04,-0.141872,-1.20117,-3.62129,-3.63995,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,base load generation,CO2,3.806011815,2.744314887,1.853065295,1.732849208,0.921412553,0.66374397,0.48999785,0.288143091,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,biomass liquids,CO2,0.770785,0.724765,0.639047,0.517665,0.706737672,0.596535722,0.606017519,0.848007436,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,cement,CO2,0.0622805,0.0599898,0.0505034,0.053506662,0.035647277,0.019663591,0.012805747,0.009652715,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,comm cooking,CO2,0.01531628,0.014866272,0.013247455,0.011619427,0.008948081,0.007027837,0.00511525,0.004287104,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,comm cooling,CO2,3.28E-04,3.21E-04,3.04E-04,2.87E-04,2.63E-04,2.41E-04,2.11E-04,1.99E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,comm heating,CO2,0.33146682,0.30448099,0.27093363,0.24188997,0.192942673,0.147993996,0.07255428,0.056184819,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,comm hot water,CO2,0.06601315,0.0642893,0.05864436,0.05398655,0.043419299,0.034848588,0.024819659,0.020933282,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,comm other,CO2,0.0642745,0.0592974,0.0621571,0.072958,0.0829361,0.0898341,0.0890688,0.076701,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,gas to liquids,CO2,0,0,0,0,4.38E-07,7.41E-07,2.65E-06,8.13E-06,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,intermediate generation,CO2,2.96336878,1.974305504,1.571705496,1.384290189,0.962527182,0.984682189,1.139112096,0.907079704,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,other industrial energy use,CO2,1.07840842,1.06528689,1.08404561,1.105969939,1.090490137,1.077713526,1.035567945,0.703788809,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,peak generation,CO2,0.005990057,0.005145171,0.003808002,0.003132035,0.001731016,0.001235367,9.83E-04,4.22E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,process heat cement,CO2,0.051040118,0.049446084,0.041417739,0.044626096,0.040933349,0.039062999,0.039082806,0.037933715,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,process heat dac,CO2,0,0,8.91E-07,4.36E-06,0.0024279,0.0187077,0.050144,0.0505759,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,regional biomass,CO2,-0.0835953,-0.0741095,-0.0913131,-0.103382,-1.66809,-2.47527,-4.55081,-10.6193,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,regional biomassOil,CO2,0,0,0,0,-1.41E-04,-6.20E-04,-0.00917252,-0.0205965,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,regional corn for ethanol,CO2,-3.3456,-3.14585,-2.77379,-2.24693,-2.47688,-1.73535,-1.12415,-0.776447,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,resid clothes dryers,CO2,0.00113884,0.001120472,0.001049049,0.00101194,8.62E-04,8.30E-04,8.08E-04,7.28E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,resid cooking,CO2,0.00584625,0.005482262,0.004967738,0.004260085,0.003410816,0.002399774,0.002191621,0.001853082,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,resid heating,CO2,0.47877512,0.43580329,0.401063646,0.35386678,0.287758763,0.217588788,0.155408122,0.105123415,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,resid hot water,CO2,0.116178918,0.106528452,0.099017961,0.091577703,0.067947249,0.062897051,0.058267178,0.048986039,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,resid other,CO2,0.00735252,0.00527984,0.00551608,0.0055951,0.00542342,0.0054994,0.00533848,0.00444563,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,subpeak generation,CO2,0.007110603,0.007006893,0.006239445,0.007342121,0.007497831,0.008958573,0.020194887,0.015646584,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_aviation_intl,CO2,0.0264872,0.023523,0.0229634,0.0220895,0.0212518,0.0222644,0.0231296,0.0227457,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_freight,CO2,0.126611,0.119264,0.10530658,0.0895964,0.0686329,0.0608139,0.0579496,0.0494338,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_freight_road,CO2,1.917295,1.9148057,1.54704816,1.20697852,0.774259563,0.536418984,0.32493245,0.109104057,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_pass,CO2,0.10661174,0.0959723,0.09292451,0.08998751,0.08100386,0.07971751,0.07089532,0.04289848,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_pass_road,CO2,0.0790628,0.09782605,0.10725324,0.07764125,0.054289191,0.035655703,0.024569645,0.018918672,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_pass_road_LDV,CO2,0.00610334,0.00408583,8.09E-04,4.19E-04,4.18E-04,4.34E-04,4.44E-04,4.22E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_pass_road_LDV_4W,CO2,1.73411251,1.426435975,1.112058102,0.683575132,0.375082078,0.155471177,0.12745176,0.09853268,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NE,trn_shipping_intl,CO2,0,0,0,0,0,0,0,0,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,H2 central production,CO2,0,0,0.00148587,0.003640165,0.003089862,0.003593431,0.004024792,0.004582264,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,H2 wholesale dispensing,CO2,0,0,0.00282028,0.00744627,0.01154966,0.01576971,0.01899697,0.01751186,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,airCO2,CO2,0,0,-5.17E-07,-2.88E-06,-0.00160513,-0.014631,-0.0496301,-0.00333213,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,base load generation,CO2,0.7869454,0.24224159,0.41869587,0.523538371,0.363393631,0.330067263,0.3027163,0.188135737,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,biomass liquids,CO2,6.95E-04,6.59E-04,5.77E-04,4.67E-04,0.006668475,0.009076575,0.015600846,0.020553125,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,comm cooking,CO2,0.00334798,0.003330518,0.003054914,0.002746538,0.002220753,0.001843776,0.001455773,0.001257024,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,comm cooling,CO2,0.00154784,0.001560421,0.001510455,0.001458686,0.001372561,0.001299705,0.001191787,0.001136478,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,comm heating,CO2,0.2514548,0.25036699,0.24048047,0.22909795,0.1954095,0.15658743,0.091037011,0.066193305,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,comm hot water,CO2,0.01310529,0.013124182,0.01247099,0.011532396,0.009432537,0.007355151,0.004913229,0.003939996,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,comm other,CO2,0.0774631,0.0760996,0.0765709,0.0787258,0.0793714,0.0805407,0.0792488,0.0695788,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,intermediate generation,CO2,0.71025614,0.512599802,0.559107207,0.555262485,0.376660575,0.319878308,0.272552619,0.18355774,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,other industrial energy use,CO2,0.21311501,0.218708026,0.233776808,0.246768875,0.253454311,0.258277928,0.258517773,0.224876111,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,peak generation,CO2,0.006288244,0.005139126,0.003546233,0.003165717,0.001748839,0.001252431,8.70E-04,3.34E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,process heat dac,CO2,0,0,1.02E-08,5.27E-08,2.74E-05,2.25E-04,6.64E-04,3.13E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,regional biomass,CO2,-0.992108,-0.596656,-0.808304,-0.847925,-0.73036,-0.754464,-0.785925,-0.934978,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,regional biomassOil,CO2,-0.00985825,-0.00935006,-0.00818571,-0.00662643,-0.00748094,-0.00553004,-0.00548129,-0.00818909,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,regional corn for ethanol,CO2,0,0,0,0,-5.40E-04,-9.01E-04,-0.0027587,-0.00652089,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,resid clothes dryers,CO2,5.69E-04,5.87E-04,5.69E-04,5.67E-04,5.09E-04,5.03E-04,5.01E-04,4.61E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,resid cooking,CO2,0.00598656,0.005943867,0.005715644,0.005290324,0.004748121,0.004029279,0.003837853,0.003345122,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,resid heating,CO2,0.68221225,0.67303438,0.66007525,0.6391499,0.571724764,0.482099654,0.381884551,0.275796932,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,resid hot water,CO2,0.06712321,0.063981302,0.060644297,0.055118358,0.040520345,0.035722941,0.030353849,0.02276723,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,resid other,CO2,0.00911188,0.00767208,0.00808276,0.00809296,0.00851907,0.00874703,0.00842528,0.00686926,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,subpeak generation,CO2,0.037141415,0.029435682,0.02342516,0.021118319,0.012557357,0.009657159,0.007764734,0.003851123,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_aviation_intl,CO2,0.00808464,0.00744894,0.00742257,0.00724586,0.00701825,0.0074319,0.0077792,0.00773455,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_freight,CO2,0.0212119,0.0208818,0.018982155,0.01644908,0.01271128,0.01146664,0.01116423,0.00973537,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_freight_road,CO2,0.32122,0.33417491,0.277733384,0.223643353,0.151028715,0.111304202,0.072762688,0.026274672,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_pass,CO2,0.031804919,0.029774421,0.029420687,0.028905171,0.026315793,0.026347932,0.023877894,0.014726906,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_pass_road,CO2,0.012433519,0.015415887,0.01687684,0.012010869,0.008271494,0.005315158,0.003618283,0.002748986,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_pass_road_LDV,CO2,0.00501169,0.00383941,8.06E-04,4.17E-04,4.24E-04,4.48E-04,4.62E-04,4.40E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_pass_road_LDV_4W,CO2,1.424128707,1.204158395,0.952466477,0.594438045,0.334672407,0.14859525,0.11920774,0.09263283,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NH,trn_shipping_intl,CO2,0,0,0,0,0,0,0,0,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,H2 central production,CO2,0,0,0.009485427,0.020386652,0.017795583,0.021573672,0.027202165,0.045997839,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,H2 wholesale dispensing,CO2,0,0,0.0281175,0.0729651,0.1147961,0.1606952,0.2108435,0.2536567,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,airCO2,CO2,0,0,-2.59E-05,-1.37E-04,-0.0789143,-0.666486,-2.0547,-1.97881,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,base load generation,CO2,1.176605885,1.67072775,1.905325883,2.081419345,1.403913924,1.296579869,1.254086795,0.792809012,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,cement,CO2,0.190383,0.171319,0.163353,0.17063498,0.11668235,0.06780873,0.046216531,0.034616974,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,comm cooking,CO2,0.1068398,0.10875928,0.10082703,0.09814037,0.08499016,0.0780629,0.07100323,0.06470653,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,comm cooling,CO2,0.085765,0.0866975,0.08390368,0.08227269,0.07855484,0.07560276,0.07123546,0.06932473,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,comm heating,CO2,1.3379354,1.2959524,1.1950578,1.1321716,0.9579866,0.79504871,0.5205763,0.4276506,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,comm hot water,CO2,0.364623,0.36909172,0.34870307,0.34319811,0.30051141,0.274587615,0.244720869,0.223807352,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,comm other,CO2,0.723272,0.698674,0.711821,0.72528,0.6846805,0.6803521,0.6848804,0.6279033,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,intermediate generation,CO2,3.34335809,3.042052416,2.818526586,2.527622737,1.817065662,1.502386505,1.260909223,0.77439748,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,oil refining,CO2,1.20952,1.11984,1.0031,0.847598,0.66433454,0.58015151,0.52112083,0.35406731,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,other industrial energy use,CO2,0.8891333,0.899445877,0.956839846,1.002490386,1.0321015,1.058179271,1.060309641,0.951898692,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,peak generation,CO2,0.063961014,0.055005551,0.038864431,0.033657973,0.020008283,0.014729793,0.0106734,0.004669434,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,process heat cement,CO2,0.1560225,0.1404516,0.13393734,0.142587631,0.132787332,0.126489833,0.126285144,0.122880324,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,process heat dac,CO2,0,0,5.13E-07,2.53E-06,0.00135861,0.0105389,0.0292978,0.0296045,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,regional biomass,CO2,-0.49764,-0.264175,-0.408388,-0.438307,-0.500175,-0.652709,-0.771029,-0.962401,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,resid clothes dryers,CO2,0.0250531,0.0255743,0.02489226,0.02513998,0.02306683,0.0230511,0.02320424,0.0218664,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,resid cooking,CO2,0.11348338,0.112664263,0.109432861,0.105061976,0.096428015,0.085365184,0.083995393,0.077783866,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,resid heating,CO2,2.6185349,2.46806008,2.31262961,2.11164712,1.79527526,1.45191184,1.14361732,0.864316888,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,resid hot water,CO2,0.87015456,0.84708115,0.8341454,0.82437977,0.712583524,0.692778928,0.676222165,0.61193664,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,resid other,CO2,0.1349089,0.106355,0.1175422,0.1222943,0.122488,0.1281939,0.1305926,0.1167617,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,subpeak generation,CO2,0.42603911,0.3864852,0.30232863,0.26815417,0.18273113,0.15013708,0.128477403,0.078578979,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_aviation_intl,CO2,0.901954,0.821634,0.813614,0.785367,0.757345,0.793325,0.823917,0.814976,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_freight,CO2,0.518895,0.5597708,0.45574493,0.4162989,0.3418307,0.3158679,0.2699946,0.1340215,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_freight_road,CO2,2.754223,2.7542237,2.36148466,1.90251555,1.302633428,0.95910921,0.63572578,0.240428854,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_pass,CO2,3.45425949,3.19774954,3.14017301,3.04631667,2.74843707,2.71404481,2.43205479,1.48328169,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_pass_road,CO2,0.11075292,0.13852464,0.15274437,0.110378859,0.076589494,0.049677903,0.034076246,0.026185935,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_pass_road_LDV,CO2,0.0287192,0.021548,0.00428897,0.00219934,0.00220732,0.002294,0.00234232,0.002219,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_pass_road_LDV_4W,CO2,8.15972936,6.85105803,5.39913622,3.35471843,1.876501471,0.82045929,0.6635485,0.51894518,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NJ,trn_shipping_intl,CO2,1.40047,1.4050965,1.263527,1.215941,1.117278,1.10325,1.031638,0.587381,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,H2 central production,CO2,0,0,0.005422422,0.011218456,0.010071565,0.011328438,0.011986932,0.01234679,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,H2 wholesale dispensing,CO2,0,0,0.0184556,0.0472857,0.0697786,0.0906197,0.1017189,0.0852333,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,airCO2,CO2,0,0,-8.18E-05,-4.47E-04,-0.277206,-2.31033,-6.65128,-6.64393,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,base load generation,CO2,4.474659836,2.049407568,0.951817448,0.749385529,0.359773131,0.270718983,0.239437586,0.16717543,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,biomass liquids,CO2,0,0,0,0,0,0,0,0,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,cement,CO2,0.0551821,0.0542702,0.0470539,0.049497499,0.033438676,0.019249983,0.013002903,0.009672589,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,coal to liquids,CO2,0,0,0,0,2.42E-05,3.96E-05,1.32E-04,2.91E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,comm cooking,CO2,0.040175,0.04137164,0.03861202,0.03877296,0.03410751,0.03149594,0.028328562,0.025409599,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,comm cooling,CO2,5.21E-04,5.30E-04,5.21E-04,5.24E-04,5.04E-04,4.83E-04,4.43E-04,4.21E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,comm heating,CO2,0.22007248,0.21005682,0.1943418,0.185681454,0.155145038,0.125178155,0.07340036,0.056773448,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,comm hot water,CO2,0.0764674,0.07784705,0.07421348,0.07335158,0.06305287,0.053562797,0.041557975,0.035171627,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,comm other,CO2,0.0908368,0.088905,0.0934809,0.1071535,0.1179197,0.1281844,0.1303743,0.1157346,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,gas to liquids,CO2,0,0,0,0,7.61E-04,0.001286707,0.00460952,0.014115098,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,intermediate generation,CO2,2.44345325,1.790014512,1.438781005,1.227682691,0.793539021,0.652972127,0.580726891,0.298138914,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,oil refining,CO2,0.326743,0.302873,0.27133,0.229301,0.18246646,0.159302567,0.14191838,0.096231948,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,other industrial energy use,CO2,1.388531289,1.364552221,1.404379061,1.455535522,1.459912159,1.467888069,1.453410525,1.253033626,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",NM,peak generation,CO2,0.02587076,0.022180328,0.013629761,0.010817155,0.003962662,0.00223608,0.00132657,3.32E-04,MTC
