"lat","lon","SOx","NOx","NH3","VOC","PM2_5","PM10","CO"
21.51187,-70.9201700000001,190096.792377542,145216.943946001,436.631360966921,7651.50923172749,22684.7695450546,1972.66510416725,17861.3693162215
21.51506,-71.7326400000001,0,0,0,0,0,0,0
21.51634,-69.40222,65463.2263226298,64732.3425581192,155.564121918474,3599.70833797028,8082.18678284024,702.825806164457,8030.89521694071
21.5226499999999,-70.5674399999999,151170.583380964,139157.865399088,353.870693121948,7269.66821590705,18385.0171541043,1598.75336850554,16531.4918034374
21.52812,-72.1926299999998,88622.3501699969,84486.6007965186,208.808043474813,4466.2972753186,10848.4242665324,943.37847842084,10236.6903598192
21.5287699999999,-71.38,48754.68401627,36766.7689122287,111.879437235122,1949.53044505442,5812.59039481198,505.454749663027,4528.70969139393
21.53217,-70.2146300000002,168400.353591493,160329.003588932,394.59454288395,8577.59284711794,20500.786104069,1782.74789462053,19438.1996616087
21.53902,-72.6527100000001,296206.076846201,285235.99491575,710.267457512082,16389.3046110709,36901.2739577609,3208.91854221187,35828.5062673846
21.54038,-69.86172,192151.630365133,166293.806257824,430.188967413484,8982.03580647021,22350.0607083003,1943.56593205487,20535.3783863168
21.54121,-71.02725,269977.56714072,216660.735490535,622.428134840425,11255.6017961343,32337.6644473794,2812.07652706809,26475.8887113986
21.54349,-71.8400000000001,0,0,0,0,0,0,0
21.54733,-69.5087899999999,104057.447916669,108790.185600691,248.311858346891,5850.73140965804,12900.8077154104,1121.84884751009,13050.1497138356
21.55237,-70.6744099999998,144943.102497638,139019.142255403,342.34292759592,7505.1365928159,17786.1031722317,1546.67946589363,16967.3016931178
21.55301,-69.1557599999999,66822.4733825116,61223.3645303659,157.151004169232,3362.14340947188,8164.63178688257,709.9946181747,7529.62249410286
21.5560599999999,-72.3001400000001,0,0,0,0,0,0,0
21.5575899999999,-71.4872400000002,0,0,0,0,0,0,0
21.56226,-70.32147,205093.40728035,185920.539247043,470.845163885563,9815.44954729075,24462.3151796377,2127.25059252023,22428.6682928138
21.56646,-72.76041,295201.89417728,276883.176317222,704.974900682326,16046.2504453048,36626.3042980582,3184.24136151784,35454.4087979191
21.57043,-71.1344,291756.740680373,217754.112226187,668.121559891749,11335.0215282909,34711.6238327522,3018.51656716067,27006.1164961752
21.57088,-69.9684799999998,308622.93583811,272985.388440726,708.586595641598,14741.4963421816,36813.9464061361,3201.35223584785,33667.4779183959
21.57182,-71.9474200000002,0,0,0,0,0,0,0
21.57822,-69.61539,110309.344901562,111917.992349542,265.598247583606,6550.7948458178,13798.9056769225,1199.94714944228,14207.1090404998
21.58198,-70.7814299999999,206886.71017,198713.149761868,489.28198916742,10833.2281773228,25420.182874048,2210.53639300316,24473.8945934189
21.58389,-72.4077100000001,181686.275828091,156807.807720422,443.801693648377,11450.6115592454,23057.298294581,2001.49255029522,24213.3759979152
21.58429,-69.2622700000001,57291.8161016644,49871.06889656,134.367154868102,2813.97671236288,6980.91844036896,607.063884356755,6349.19646157558
21.58631,-71.5945700000001,0,0,0,0,0,0,0
21.59225,-70.4284100000002,273488.229316366,249862.335010318,631.975853552243,13289.5926575001,32833.7075513995,2855.21417253022,30120.2661988601
21.59377,-72.86816,99193.2264514025,81254.4143954212,234.614602549101,5028.70621171976,12189.179574202,1059.96658765824,10930.080795592
21.59953,-71.2416400000001,838254.018949198,644508.215237916,1920.95183295753,32684.851936989,99801.2352873597,8678.69885042714,78000.3513450476
21.60003,-72.0549300000001,0,0,0,0,0,0,0
21.60126,-70.0752899999999,356104.240575768,299417.761090013,839.719027518581,17286.5454533019,43626.8078041515,3793.77732054809,37673.0291916183
21.60899,-69.7220799999998,134467.388257173,133793.818446807,329.237784085829,8660.78295499506,17105.2376211001,1487.47068866943,17930.8478306782
21.61147,-70.8885499999998,256182.379334115,236032.219135167,603.807188474024,13020.1903125145,31370.2316269536,2727.95338565226,29403.6122140233
21.61159,-72.51538,185682.383076626,158948.390261606,512.952984092739,15566.0987408779,26649.9886484267,2312.53992693915,24584.7395592757
21.61493,-71.7019700000001,0,0,0,0,0,0,0
21.61545,-69.36884,122153.63934414,118514.711791235,288.076319389212,6261.94636986735,14966.7326688609,1301.50073867207,14212.1267448833
21.62097,-121.024,17315.5869304286,17847.0028133534,41.7810913044067,1069.6050721545,2170.69703117072,188.765512191127,2359.36497808983
21.62097,-72.97598,300996.604325063,230745.72622276,694.203266264071,12514.3190806884,36066.6744483755,3136.35515432813,29170.8272152317
21.62213,-70.5354,157586.599347121,136545.812464574,365.138544323694,7874.54609032187,18970.427597485,1649.66983495628,17143.5198511267
21.62813,-72.16248,331740.046910649,307733.936321336,796.019551313011,20016.1161245466,41356.442848533,3596.34167711843,44252.2528808591
21.62852,-71.3489099999999,165866.483317128,127797.880203758,384.361024826192,7161.77188412117,19969.1133746794,1736.50609285884,16343.6807074245
21.6315300000001,-70.1821600000001,386808.59434907,318966.419275563,917.972004619225,19165.9370040187,47692.3674332777,4147.3285004127,40588.7600951631
21.63918,-72.6231100000002,369709.390383416,349536.603683839,883.737023737786,20365.5254824809,45913.7212496083,3992.21227284891,44829.4548207231
21.63965,-69.8288599999998,180052.457058355,183315.596768986,432.468404101883,10497.5061634916,22468.4869193279,1953.85927139338,22947.380884692
21.64085,-70.9957299999999,335151.333495631,304041.688411072,789.953878287335,16971.8281105969,41041.3065590724,3568.94415155477,38194.8771900488
21.64341,-71.80945,0,0,0,0,0,0,0
21.64648,-69.4754599999999,81808.010468305,74127.8108382054,193.76792184058,4311.79021379304,10067.0291287677,875.429043437949,9482.39500952779
21.64806,-120.9161,25639.874784927,23749.6128622339,61.3460412466331,1465.99056049021,3187.17559631085,277.156056568082,3297.75391364228
21.64806,-73.08386,132076.694882477,118075.565033381,312.132694359249,6806.29906175485,16216.5588100131,1410.18627044124,15139.4288861712
21.6519,-70.6424900000001,148423.490268153,121629.905140125,341.962589042586,7456.07686834907,17766.3430258408,1544.96680504982,15863.0177624745
21.65204,-69.1220400000001,532402.687374159,423087.186831753,1203.48315287229,23284.62939029,62525.8291269607,5437.23198569477,52726.2895990962
21.6561099999999,-72.2701399999999,253568.662037734,245877.321360075,608.706728245688,15045.0959082045,31624.7825779073,2749.69463885038,33282.3146412364
21.65739,-71.4562999999999,0,0,0,0,0,0,0
21.66168,-70.2891200000001,357830.889414501,297164.979351582,853.015420216667,18250.9662213638,44317.609219312,3853.84313379816,38178.9457738227
21.66666,-72.7309299999999,288338.522447133,294360.138818921,703.827946518089,16471.0078420691,36566.7302462912,3124.43986654968,40030.9306281317
21.6701200000001,-71.103,229871.573986683,225963.845242755,548.435021835903,12802.1994253693,28493.423001228,2477.78331181989,28362.967777398
21.67019,-69.9357,145595.423822581,144833.658592234,345.901291287877,8360.13303502744,17970.9744313026,1562.76392279427,18228.0737935484
21.67178,-71.9169899999999,0,0,0,0,0,0,0
21.67503,-120.8082,28238.0610280406,28864.7652865216,67.5870267161179,1625.45888357213,3511.42001913794,305.353680306598,3651.34355365072
21.67503,-73.1918299999999,150443.296949253,154869.85352922,358.673029440939,8381.23933779443,18634.5179511741,1620.46170439889,18830.9831731999
21.67741,-69.5822099999998,96398.2769863367,91020.5387117654,232.053015274461,5685.97204352103,12056.0949318949,1048.3859713059,12125.5727933031
21.68156,-70.7496300000001,115454.335555656,90813.1305246853,261.284825114055,5691.67548331853,13574.8059259027,1180.4659843718,12015.4954422061
21.68336,-69.2286400000001,414186.433745425,336070.794650229,956.871203090467,18897.1919084973,49713.3383234146,4323.06265871045,42330.4335060781
21.68399,-72.37784,48293.6048556686,41346.2526816701,121.771009490894,3090.55996054115,6326.4989268349,545.572574635159,6156.91985269942
21.68616,-71.5637200000001,0,0,0,0,0,0,0
21.69173,-70.3961799999999,306051.873048527,266764.156431977,728.429362460315,15841.3956635379,37844.8584162169,3290.99859841077,33873.3291909277
21.6940199999999,-72.8388100000001,306941.289000395,241313.259985915,708.566978851392,12754.0914967106,36812.9273331401,3201.2528034713,29812.7577060248
21.69927,-71.2103299999999,241846.566444369,202872.083997762,562.343529542201,10839.3932177514,29216.0260175304,2540.61503555019,24867.8660920834
21.70004,-72.0246,0,0,0,0,0,0,0
21.70061,-70.0426299999999,169516.537216717,159790.146059466,384.574157620847,9047.3600515596,19980.1865466548,1737.47573416071,19997.0726575429
21.70188,-120.7001,18620.2599386859,19766.486273445,44.6640455300386,1083.62702776799,2320.47826799565,201.7878478074,2432.6307343213
21.70188,-73.29987,87771.7887051404,86327.2275533985,207.900758674788,4675.0371289808,10801.2871639055,939.275046992624,10392.8979551218
21.70824,-69.6890299999998,172807.976757782,175666.038747619,416.244974785418,10293.4330241569,21625.613975511,1880.55850299753,22305.4334169405
21.71111,-70.8568699999998,89442.5562030805,67230.2178282562,199.280596517668,4033.3349125439,10353.434944343,900.33585171276,8828.2354382872
21.71173,-72.4856,78751.5019036345,72763.2240678119,186.969283067028,4211.98717607778,9713.81225537388,844.701472529841,9444.03058020801
21.7145700000001,-69.3353299999999,281485.400802449,234840.115273047,651.870286350894,13217.7551693427,33867.3044841363,2945.08763142076,29217.484876574
21.71481,-71.6712299999999,0,0,0,0,0,0,0
21.72127,-121.0533,22126.4995268589,21590.9568336164,53.6357768625779,1340.81297488927,2786.59663911868,240.346084424259,3074.00002123612
21.72127,-72.94675,265439.602110389,224093.574233728,616.515292605136,11861.1823830285,32030.4692036812,2785.3693417305,27474.3379165204
21.72166,-70.5033000000001,149116.146542273,126872.238767462,349.563724712752,7220.00840584022,18161.2527010957,1579.2980284262,16078.2699072571
21.72819,-72.1322600000001,92245.4043334415,76192.2562410304,216.718255136816,4742.27700877157,11259.3921574131,979.115370172645,10755.8325335616
21.72831,-71.3177500000001,784925.182875465,599448.57890505,1797.82336814891,30467.6212830141,93404.2130329067,8122.3273575731,72778.2258428505
21.72862,-120.592,15458.9818844819,16581.9241089328,37.0958379341214,902.404351688217,1927.27915610931,167.595122439488,2024.26867191653
21.72862,-73.4079600000002,41159.1237552242,44600.5298337592,98.6988773394822,2392.03912437878,5127.80683173611,445.911317045812,5359.04931059965
21.73094,-70.1496299999999,204447.984938991,177086.284248016,461.521012446835,9906.95768996375,23977.8876162187,2085.12385171066,22311.4936335942
21.73895,-69.7959,182558.808658716,185346.752494408,446.326825097746,11787.9132280374,23188.4878745919,2016.47489933043,24686.4999289336
21.73937,-72.5934799999998,277015.25249732,335118.658314814,706.263328629687,17833.4037734171,36693.2826353681,3052.00511497405,47906.4207508223
21.74054,-70.9641700000001,40602.1406687291,31631.6494871464,91.7036518780678,1777.1856981736,4764.37648346588,414.313650243603,3997.43058026401
21.74335,-71.7788099999999,0,0,0,0,0,0,0
21.74567,-69.44211,165972.840683573,137555.104288766,388.686837556768,7921.57754477831,20193.8569189168,1756.06729596727,17515.1469149007
21.74839,-120.9453,20494.093007167,20593.1791054328,49.2547775269613,1203.76125373216,2558.98557226938,221.976502634641,2718.50251053999
