scenario,region,sector,subsector,GHG,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,biomass,OC,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-09,3.67E-09,2.43E-08,4.91E-08,8.06E-08,1.41E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,biomass,PM10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-09,4.79E-09,3.18E-08,6.42E-08,1.05E-07,1.84E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,biomass,PM2.5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-09,4.79E-09,3.18E-08,6.42E-08,1.05E-07,1.84E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,BC,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.49E-08,1.02E-07,1.98E-07,2.16E-07,2.76E-07,3.99E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CH4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-07,1.37E-07,2.78E-07,3.13E-07,4.13E-07,6.17E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.31E-07,5.19E-07,1.01E-06,1.09E-06,1.40E-06,2.03E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.77E-04,9.36E-04,1.69E-03,1.72E-03,2.19E-03,0.002911733,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,N2O,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E-08,2.74E-08,5.56E-08,6.26E-08,8.25E-08,1.23E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NH3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-07,1.68E-07,3.26E-07,3.55E-07,4.53E-07,6.57E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NMVOC,0,0,0,0,0,2.36E-08,2.84E-08,5.51E-08,5.99E-08,7.66E-08,1.11E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NOx,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.28E-06,5.16E-06,1.00E-05,1.09E-05,1.39E-05,2.01E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.12E-07,7.37E-07,1.43E-06,1.55E-06,1.99E-06,2.88E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM2.5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.12E-07,7.37E-07,1.43E-06,1.55E-06,1.99E-06,2.88E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,BC,0.00E+00,0.00E+00,0.00E+00,1.30E-08,1.76E-09,1.07E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO,0.00E+00,0.00E+00,0.00E+00,7.29E-05,9.93E-06,9.45E-07,2.58E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO2,0.00E+00,0.00E+00,0.00E+00,2.34E-02,3.19E-03,3.03E-04,8.29E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NH3,0.00E+00,0.00E+00,0.00E+00,3.81E-09,5.19E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NMVOC,0.00E+00,0.00E+00,0.00E+00,7.62E-07,1.04E-07,9.88E-09,2.70E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NOx,0.00E+00,0.00E+00,0.00E+00,1.22E-04,1.32E-05,1.25E-06,3.43E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
